consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,53,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13is,images/all_images/13is.jpeg,,,,,,,,,,,,,0,35,35,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.37876836198848,88.37876836198848,88.37876836198848,88.37876836198848,88.37876836198848,88.5178633420146,1.6,0.1231913220253773,space,0.012682719971053302,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/all_images/17cs.jpeg,,,,,,,,,,,,,0,36,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.56298712798161,88.56298712798161,88.56298712798161,88.56298712798161,88.56298712798161,88.66791670600651,1.6,0.09042753698304296,space,0.031787624990101904,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/all_images/13cn.jpeg,,,,,,,,,,,,,0,37,37,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.72790499596158,88.72790499596158,88.72790499596158,88.72790499596158,88.72790499596158,88.8016565410071,1.6,0.0586610019672662,space,0.06865793303586543,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/all_images/14in.jpeg,,,,,,,,,,,,,0,38,38,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9092496719677,88.9092496719677,88.9092496719677,88.9092496719677,88.9092496719677,88.95099522901,1.6,0.02471009799046442,space,0.09082498197676614,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/all_images/19is.jpeg,,,,,,,,,,,,,0,39,39,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.07729149999795,89.07729149999795,89.07729149999795,89.07729149999795,89.07729149999795,89.26818001596257,1.6,0.3411527569987811,space,0.15279280301183462,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,49,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9is,images/all_images/9is.jpeg,,,,,,,,,,,,,0,40,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.45731378300115,89.45731378300115,89.45731378300115,89.45731378300115,89.45731378300115,89.56811172200833,1.6,0.09187808801652864,space,0.037136682018171996,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/all_images/5cn.jpeg,,,,,,,,,,,,,0,41,41,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.64100151800085,89.64100151800085,89.64100151800085,89.64100151800085,89.64100151800085,89.71826696797507,1.6,0.059807079029269516,space,0.06749825901351869,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,59,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cs,images/all_images/19cs.jpeg,,,,,,,,,,,,,0,42,42,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.82501073897583,89.82501073897583,89.82501073897583,89.82501073897583,89.82501073897583,89.88449511799263,1.6,0.04163116205018014,space,0.11143487202934921,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/all_images/14is.jpeg,,,,,,,,,,,,,0,43,43,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.02737634198274,90.02737634198274,90.02737634198274,90.02737634198274,90.02737634198274,90.20139294496039,1.6,0.15728397300699726,space,0.004836941021494567,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/all_images/12cs.jpeg,,,,,,,,,,,,,0,44,44,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.24117228097748,90.24117228097748,90.24117228097748,90.24117228097748,90.24117228097748,90.35059405298671,1.6,0.09199113096110523,space,0.05076279502827674,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/all_images/17cn.jpeg,,,,,,,,,,,,,0,45,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.43768429401098,90.43768429401098,90.43768429401098,90.43768429401098,90.43768429401098,90.5172727300087,1.6,0.05856458900962025,space,0.06223738600965589,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/all_images/11cs.jpeg,,,,,,,,,,,,,0,46,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.60690709698247,90.60690709698247,90.60690709698247,90.60690709698247,90.60690709698247,90.68406323296949,1.6,0.05857544799800962,space,0.07434999500401318,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/all_images/15is.jpeg,,,,,,,,,,,,,0,47,47,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.79120896896347,90.79120896896347,90.79120896896347,90.79120896896347,90.79120896896347,90.81724211201072,1.6,0.015909495996311307,space,0.11392315401462838,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,55,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cs,images/all_images/15cs.jpeg,,,,,,,,,,,,,0,48,48,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.96112977300072,90.96112977300072,90.96112977300072,90.96112977300072,90.96112977300072,91.00084444601089,1.6,0.026763758971355855,space,0.10463310201885179,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/all_images/5cs.jpeg,,,,,,,,,,,,,0,49,49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.14042722899467,91.14042722899467,91.14042722899467,91.14042722899467,91.14042722899467,91.16737579996698,1.6,0.014424556982703507,space,0.12242342997342348,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/all_images/9cn.jpeg,,,,,,,,,,,,,0,50,50,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.32303571101511,91.32303571101511,91.32303571101511,91.32303571101511,91.32303571101511,91.48410100798355,1.6,0.30827690195292234,space,0.16278664203127846,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,57,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17is,images/all_images/17is.jpeg,,,,,,,,,,,,,0,51,51,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.67214254598366,91.67214254598366,91.67214254598366,91.67214254598366,91.67214254598366,91.81731450499501,1.6,0.12641076801810414,space,0.02323777601122856,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,39,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19in,images/all_images/19in.jpeg,,,,,,,,,,,,,0,52,52,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.87653255899204,91.87653255899204,91.87653255899204,91.87653255899204,91.87653255899204,91.98415992496302,1.6,0.09094963996903971,space,0.02861929900245741,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/all_images/7cs.jpeg,,,,,,,,,,,,,0,53,53,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.04326873400714,92.04326873400714,92.04326873400714,92.04326873400714,92.04326873400714,92.13401233096374,1.6,0.07459338300395757,space,0.07952410099096596,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,78,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cs,images/all_images/18cs.jpeg,,,,,,,,,,,,,0,54,54,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.24046570400242,92.24046570400242,92.24046570400242,92.24046570400242,92.24046570400242,92.30055928695947,1.6,0.04227060900302604,space,0.11001179501181468,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/all_images/10cs.jpeg,,,,,,,,,,,,,0,55,55,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.43880925199483,92.43880925199483,92.43880925199483,92.43880925199483,92.43880925199483,92.61733263899805,1.6,0.30977932503446937,space,0.15881388605339453,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/all_images/18is.jpeg,,,,,,,,,,,,,0,56,56,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8098225989961,92.8098225989961,92.8098225989961,92.8098225989961,92.8098225989961,92.91729451500578,1.6,0.09086966299219057,space,0.04551945300772786,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,41,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1is,images/all_images/1is.jpeg,,,,,,,,,,,,,0,57,57,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.99090905400226,92.99090905400226,92.99090905400226,92.99090905400226,92.99090905400226,93.08401763101574,1.6,0.07528988702688366,space,0.05562291102251038,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/all_images/8is.jpeg,,,,,,,,,,,,,0,58,58,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.17365316400537,93.17365316400537,93.17365316400537,93.17365316400537,93.17365316400537,93.25049483199837,1.6,0.05919701402308419,space,0.0726207559928298,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/all_images/9in.jpeg,,,,,,,,,,,,,0,59,59,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.35724737000419,93.35724737000419,93.35724737000419,93.35724737000419,93.35724737000419,93.41738826496294,1.6,0.042188080959022045,space,0.08522260305471718,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,28,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cs,images/all_images/8cs.jpeg,,,,,,,,,,,,,0,60,60,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.53937949601095,93.53937949601095,93.53937949601095,93.53937949601095,93.53937949601095,93.6009748110082,1.6,0.042542671028058976,space,0.0773393830168061,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/all_images/12cn.jpeg,,,,,,,,,,,,,0,61,61,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.70745503797662,93.70745503797662,93.70745503797662,93.70745503797662,93.70745503797662,93.76722547097597,1.6,0.04208653001114726,space,0.10127431806176901,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/all_images/18in.jpeg,,,,,,,,,,,,,0,62,62,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.90291639696807,93.90291639696807,93.90291639696807,93.90291639696807,93.90291639696807,94.10048160597216,1.6,0.32576079096179456,space,0.1680687689804472,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/all_images/20in.jpeg,,,,,,,,,,,,,0,63,63,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.31182627996895,94.31182627996895,94.31182627996895,94.31182627996895,94.31182627996895,94.41740715899505,1.6,0.08842075400752947,space,0.030521090026013553,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/all_images/4in.jpeg,,,,,,,,,,,,,0,64,64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.47906122799031,94.47906122799031,94.47906122799031,94.47906122799031,94.47906122799031,94.5839723739773,1.6,0.08974169800058007,space,0.04434842400951311,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,35,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15in,images/all_images/15in.jpeg,,,,,,,,,,,,,0,65,65,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.65718120901147,94.65718120901147,94.65718120901147,94.65718120901147,94.65718120901147,94.75046908098739,1.6,0.07552078395383433,space,0.07474983501015231,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/all_images/9cs.jpeg,,,,,,,,,,,,,0,66,66,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.85664427600568,94.85664427600568,94.85664427600568,94.85664427600568,94.85664427600568,94.8840004169615,1.6,0.015963193960487843,space,0.14697392500238493,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,45,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5is,images/all_images/5is.jpeg,,,,,,,,,,,,,0,67,67,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.056728888012,95.056728888012,95.056728888012,95.056728888012,95.056728888012,95.23399784398498,1.6,0.3257094220025465,space,0.18343969603301957,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/all_images/2cn.jpeg,,,,,,,,,,,,,0,68,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.44294880400412,95.44294880400412,95.44294880400412,95.44294880400412,95.44294880400412,95.55044139700476,1.6,0.09151615196606144,space,0.06803437898634002,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/all_images/11in.jpeg,,,,,,,,,,,,,0,69,69,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.65413521998562,95.65413521998562,95.65413521998562,95.65413521998562,95.65413521998562,95.73403135297121,1.6,0.2425082170520909,space,0.49085770500823855,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,48,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cn,images/all_images/8cn.jpeg,,,,,,,,,,,,,0,70,70,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.25820979400305,96.25820979400305,96.25820979400305,96.25820979400305,96.25820979400305,96.48410784098087,1.6,0.2121474309824407,space,0.15598044800572097,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/all_images/4cn.jpeg,,,,,,,,,,,,,0,71,71,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.67258116498124,96.67258116498124,96.67258116498124,96.67258116498124,96.67258116498124,96.86730182601605,1.6,0.3449555250117555,space,0.17367819300852716,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/all_images/6cn.jpeg,,,,,,,,,,,,,0,72,72,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.08364710299065,97.08364710299065,97.08364710299065,97.08364710299065,97.08364710299065,97.21734708698932,1.6,0.11932079697726294,space,0.020142576016951352,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/all_images/7is.jpeg,,,,,,,,,,,,,0,73,73,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.27310565597145,97.27310565597145,97.27310565597145,97.27310565597145,97.27310565597145,97.40050656499807,1.6,0.10788744001183659,space,0.03929758706362918,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/all_images/1cs.jpeg,,,,,,,,,,,,,0,74,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4717748539988,97.4717748539988,97.4717748539988,97.4717748539988,97.4717748539988,97.5672844069777,1.6,0.07515642000362277,space,0.16725047904765233,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/all_images/6is.jpeg,,,,,,,,,,,,,0,75,75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.77210547798313,97.77210547798313,97.77210547798313,97.77210547798313,97.77210547798313,98.25072328100214,1.6,0.9241857639863156,space,0.6217447090311907,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/all_images/2cs.jpeg,,,,,,,,,,,,,0,76,76,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.90610637399368,98.90610637399368,98.90610637399368,98.90610637399368,98.90610637399368,99.23404275096254,1.6,0.30911010899581015,space,0.0037084170035086572,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/all_images/11is.jpeg,,,,,,,,,,,,,0,77,77,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.27115573000629,99.27115573000629,99.27115573000629,99.27115573000629,99.27115573000629,99.66722544300137,1.6,0.37464834400452673,space,0.048939354019239545,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,73,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13in,images/all_images/13in.jpeg,,,,,,,,,,,,,0,78,78,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.73925462196348,99.73925462196348,99.73925462196348,99.73925462196348,99.73925462196348,100.4339717690018,1.6,0.6755608579842374,space,0.1579773310222663,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/all_images/16in.jpeg,,,,,,,,,,,,,0,79,79,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.62249492498813,100.62249492498813,100.62249492498813,100.62249492498813,100.62249492498813,101.1840499190148,1.5944444444444446,0.5430503629613668,space,0.07963991904398426,,,,,,,,,2023-02-21_15h46.24.201,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.28803174599307,101.28803174599307,101.28803174599307,101.28803174599307,101.28803174599307,,,,,,,,
