1.3203 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
154.1328 	EXP 	question_text: autoDraw = True
154.1328 	EXP 	slider: autoDraw = True
154.1328 	EXP 	trial_counter_text: autoDraw = True
154.1328 	EXP 	spacebar_text: autoDraw = True
154.1328 	EXP 	slider: markerPos = 1.6041666666666665
154.1432 	EXP 	slider: markerPos = 1.6041666666666665
154.1537 	EXP 	slider: markerPos = 1.6041666666666665
154.1609 	DATA 	Mouse:  Left button up, pos=(818,129)
154.1705 	EXP 	slider: markerPos = 1.6041666666666665
154.1868 	EXP 	slider: markerPos = 1.6041666666666665
154.2439 	DATA 	Mouse: Left button down, pos=(818,129)
154.2705 	EXP 	slider: markerPos = 1.6041666666666665
154.2727 	EXP 	New trial (rep=0, index=20): {'item_no': 16, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '16in', 'file_path': 'images/pointed_maps_images/16in.jpeg'}
154.2898 	DATA 	Keypress: space
154.2993 	EXP 	sentence_text: autoDraw = False
154.2993 	EXP 	image: autoDraw = False
154.2993 	EXP 	question_text: autoDraw = False
154.2993 	EXP 	slider: autoDraw = False
154.2993 	EXP 	trial_counter_text: autoDraw = False
154.2993 	EXP 	spacebar_text: autoDraw = False
154.2993 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
154.2993 	EXP 	image: image = 'images/pointed_maps_images/16in.jpeg'
154.2993 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
154.2993 	EXP 	slider: markerPos = None
154.2993 	EXP 	slider: markerPos = None
154.2993 	EXP 	trial_counter_text: height = 0.025
154.2993 	EXP 	trial_counter_text: height = 0.025
154.2993 	EXP 	trial_counter_text: height = 0.025
154.2993 	EXP 	trial_counter_text: text = 'Trial 21 of 80'
154.2993 	EXP 	sentence_text: autoDraw = True
154.2993 	EXP 	image: autoDraw = True
154.2993 	EXP 	question_text: autoDraw = True
154.2993 	EXP 	slider: autoDraw = True
154.2993 	EXP 	trial_counter_text: autoDraw = True
154.2993 	EXP 	spacebar_text: autoDraw = True
154.2993 	EXP 	slider: markerPos = 1.6041666666666665
154.3071 	DATA 	Mouse:  Left button up, pos=(818,129)
154.3105 	EXP 	slider: markerPos = 1.6041666666666665
154.3380 	EXP 	slider: markerPos = 1.6041666666666665
154.3733 	DATA 	Mouse: Left button down, pos=(818,129)
154.3870 	EXP 	slider: markerPos = 1.6041666666666665
154.4036 	EXP 	slider: markerPos = 1.6041666666666665
154.4131 	DATA 	Keypress: space
154.4200 	EXP 	slider: markerPos = 1.6041666666666665
154.4217 	EXP 	New trial (rep=0, index=21): {'item_no': 34, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '14is', 'file_path': 'images/pointed_maps_images/14is.jpeg'}
154.4446 	EXP 	sentence_text: autoDraw = False
154.4446 	EXP 	image: autoDraw = False
154.4446 	EXP 	question_text: autoDraw = False
154.4446 	EXP 	slider: autoDraw = False
154.4446 	EXP 	trial_counter_text: autoDraw = False
154.4446 	EXP 	spacebar_text: autoDraw = False
154.4446 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
154.4446 	EXP 	image: image = 'images/pointed_maps_images/14is.jpeg'
154.4446 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
154.4446 	EXP 	slider: markerPos = None
154.4446 	EXP 	slider: markerPos = None
154.4446 	EXP 	trial_counter_text: height = 0.025
154.4446 	EXP 	trial_counter_text: height = 0.025
154.4446 	EXP 	trial_counter_text: height = 0.025
154.4446 	EXP 	trial_counter_text: text = 'Trial 22 of 80'
154.4446 	EXP 	sentence_text: autoDraw = True
154.4446 	EXP 	image: autoDraw = True
154.4446 	EXP 	question_text: autoDraw = True
154.4446 	EXP 	slider: autoDraw = True
154.4446 	EXP 	trial_counter_text: autoDraw = True
154.4446 	EXP 	spacebar_text: autoDraw = True
154.4446 	EXP 	slider: markerPos = 1.6041666666666665
154.4541 	EXP 	slider: markerPos = 1.6041666666666665
154.4603 	DATA 	Mouse:  Left button up, pos=(818,129)
154.4702 	EXP 	slider: markerPos = 1.6041666666666665
154.4872 	EXP 	slider: markerPos = 1.6041666666666665
154.5230 	DATA 	Mouse: Left button down, pos=(818,129)
154.5373 	EXP 	slider: markerPos = 1.6041666666666665
154.5537 	EXP 	slider: markerPos = 1.6041666666666665
154.5704 	EXP 	slider: markerPos = 1.6041666666666665
154.5721 	EXP 	New trial (rep=0, index=22): {'item_no': 4, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '4in', 'file_path': 'images/pointed_maps_images/4in.jpeg'}
154.5872 	DATA 	Keypress: space
154.5965 	EXP 	sentence_text: autoDraw = False
154.5965 	EXP 	image: autoDraw = False
154.5965 	EXP 	question_text: autoDraw = False
154.5965 	EXP 	slider: autoDraw = False
154.5965 	EXP 	trial_counter_text: autoDraw = False
154.5965 	EXP 	spacebar_text: autoDraw = False
154.5965 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
154.5965 	EXP 	image: image = 'images/pointed_maps_images/4in.jpeg'
154.5965 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
154.5965 	EXP 	slider: markerPos = None
154.5965 	EXP 	slider: markerPos = None
154.5965 	EXP 	trial_counter_text: height = 0.025
154.5965 	EXP 	trial_counter_text: height = 0.025
154.5965 	EXP 	trial_counter_text: height = 0.025
154.5965 	EXP 	trial_counter_text: text = 'Trial 23 of 80'
154.5965 	EXP 	sentence_text: autoDraw = True
154.5965 	EXP 	image: autoDraw = True
154.5965 	EXP 	question_text: autoDraw = True
154.5965 	EXP 	slider: autoDraw = True
154.5965 	EXP 	trial_counter_text: autoDraw = True
154.5965 	EXP 	spacebar_text: autoDraw = True
154.5965 	EXP 	slider: markerPos = 1.6041666666666665
154.6069 	EXP 	slider: markerPos = 1.6041666666666665
154.6086 	DATA 	Mouse:  Left button up, pos=(818,129)
154.6205 	EXP 	slider: markerPos = 1.6041666666666665
154.6947 	DATA 	Mouse: Left button down, pos=(818,129)
154.7208 	EXP 	slider: markerPos = 1.6041666666666665
154.7370 	EXP 	slider: markerPos = 1.6041666666666665
154.7393 	EXP 	New trial (rep=0, index=23): {'item_no': 27, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '7in', 'file_path': 'images/pointed_maps_images/7in.jpeg'}
154.7569 	DATA 	Keypress: space
154.7575 	DATA 	Mouse:  Left button up, pos=(818,129)
154.7655 	EXP 	sentence_text: autoDraw = False
154.7655 	EXP 	image: autoDraw = False
154.7655 	EXP 	question_text: autoDraw = False
154.7655 	EXP 	slider: autoDraw = False
154.7655 	EXP 	trial_counter_text: autoDraw = False
154.7655 	EXP 	spacebar_text: autoDraw = False
154.7655 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
154.7655 	EXP 	image: image = 'images/pointed_maps_images/7in.jpeg'
154.7655 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
154.7655 	EXP 	slider: markerPos = None
154.7655 	EXP 	slider: markerPos = None
154.7655 	EXP 	trial_counter_text: height = 0.025
154.7655 	EXP 	trial_counter_text: height = 0.025
154.7655 	EXP 	trial_counter_text: height = 0.025
154.7655 	EXP 	trial_counter_text: text = 'Trial 24 of 80'
154.7655 	EXP 	sentence_text: autoDraw = True
154.7655 	EXP 	image: autoDraw = True
154.7655 	EXP 	question_text: autoDraw = True
154.7655 	EXP 	slider: autoDraw = True
154.7655 	EXP 	trial_counter_text: autoDraw = True
154.7655 	EXP 	spacebar_text: autoDraw = True
154.8397 	DATA 	Mouse: Left button down, pos=(818,129)
154.8539 	EXP 	slider: markerPos = 1.6041666666666665
154.8705 	EXP 	slider: markerPos = 1.6041666666666665
154.8876 	EXP 	slider: markerPos = 1.6041666666666665
154.9037 	EXP 	slider: markerPos = 1.6041666666666665
154.9076 	DATA 	Keypress: space
154.9082 	DATA 	Mouse:  Left button up, pos=(818,129)
154.9205 	EXP 	slider: markerPos = 1.6041666666666665
154.9754 	DATA 	Mouse: Left button down, pos=(818,129)
155.0038 	EXP 	slider: markerPos = 1.6041666666666665
155.0208 	EXP 	slider: markerPos = 1.6041666666666665
155.0372 	EXP 	slider: markerPos = 1.6041666666666665
155.0538 	EXP 	slider: markerPos = 1.6041666666666665
155.0641 	DATA 	Keypress: space
155.0703 	EXP 	slider: markerPos = 1.6041666666666665
155.0722 	EXP 	New trial (rep=0, index=24): {'item_no': 8, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '8in', 'file_path': 'images/pointed_maps_images/8in.jpeg'}
155.0871 	DATA 	Mouse:  Left button up, pos=(818,129)
155.0949 	EXP 	sentence_text: autoDraw = False
155.0949 	EXP 	image: autoDraw = False
155.0949 	EXP 	question_text: autoDraw = False
155.0949 	EXP 	slider: autoDraw = False
155.0949 	EXP 	trial_counter_text: autoDraw = False
155.0949 	EXP 	spacebar_text: autoDraw = False
155.0949 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
155.0949 	EXP 	image: image = 'images/pointed_maps_images/8in.jpeg'
155.0949 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
155.0949 	EXP 	slider: markerPos = None
155.0949 	EXP 	slider: markerPos = None
155.0949 	EXP 	trial_counter_text: height = 0.025
155.0949 	EXP 	trial_counter_text: height = 0.025
155.0949 	EXP 	trial_counter_text: height = 0.025
155.0949 	EXP 	trial_counter_text: text = 'Trial 25 of 80'
155.0949 	EXP 	sentence_text: autoDraw = True
155.0949 	EXP 	image: autoDraw = True
155.0949 	EXP 	question_text: autoDraw = True
155.0949 	EXP 	slider: autoDraw = True
155.0949 	EXP 	trial_counter_text: autoDraw = True
155.0949 	EXP 	spacebar_text: autoDraw = True
155.1259 	DATA 	Mouse: Left button down, pos=(818,129)
155.1536 	EXP 	slider: markerPos = 1.6041666666666665
155.1701 	EXP 	slider: markerPos = 1.6041666666666665
155.1867 	EXP 	slider: markerPos = 1.6041666666666665
155.2036 	EXP 	slider: markerPos = 1.6041666666666665
155.2099 	DATA 	Mouse:  Left button up, pos=(818,129)
155.2207 	EXP 	slider: markerPos = 1.6041666666666665
155.2300 	DATA 	Keypress: space
155.2368 	EXP 	slider: markerPos = 1.6041666666666665
155.2765 	DATA 	Mouse: Left button down, pos=(818,129)
155.3038 	EXP 	slider: markerPos = 1.6041666666666665
155.3208 	EXP 	slider: markerPos = 1.6041666666666665
155.3371 	EXP 	slider: markerPos = 1.6041666666666665
155.3397 	DATA 	Mouse:  Left button up, pos=(818,129)
155.3539 	EXP 	slider: markerPos = 1.6041666666666665
155.3889 	EXP 	New trial (rep=0, index=25): {'item_no': 71, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '11cn', 'file_path': 'images/pointed_maps_images/11cn.jpeg'}
155.4056 	DATA 	Keypress: space
155.4065 	DATA 	Mouse: Left button down, pos=(818,129)
155.4163 	EXP 	sentence_text: autoDraw = False
155.4163 	EXP 	image: autoDraw = False
155.4163 	EXP 	question_text: autoDraw = False
155.4163 	EXP 	slider: autoDraw = False
155.4163 	EXP 	trial_counter_text: autoDraw = False
155.4163 	EXP 	spacebar_text: autoDraw = False
155.4163 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
155.4163 	EXP 	image: image = 'images/pointed_maps_images/11cn.jpeg'
155.4163 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
155.4163 	EXP 	slider: markerPos = None
155.4163 	EXP 	slider: markerPos = None
155.4163 	EXP 	trial_counter_text: height = 0.025
155.4163 	EXP 	trial_counter_text: height = 0.025
155.4163 	EXP 	trial_counter_text: height = 0.025
155.4163 	EXP 	trial_counter_text: text = 'Trial 26 of 80'
155.4163 	EXP 	sentence_text: autoDraw = True
155.4163 	EXP 	image: autoDraw = True
155.4163 	EXP 	question_text: autoDraw = True
155.4163 	EXP 	slider: autoDraw = True
155.4163 	EXP 	trial_counter_text: autoDraw = True
155.4163 	EXP 	spacebar_text: autoDraw = True
155.4163 	EXP 	slider: markerPos = 1.6041666666666665
155.4274 	EXP 	slider: markerPos = 1.6041666666666665
155.4376 	EXP 	slider: markerPos = 1.6041666666666665
155.4536 	EXP 	slider: markerPos = 1.6041666666666665
155.4708 	EXP 	slider: markerPos = 1.6041666666666665
155.4875 	EXP 	slider: markerPos = 1.6041666666666665
155.4898 	DATA 	Mouse:  Left button up, pos=(818,129)
155.5039 	EXP 	slider: markerPos = 1.6041666666666665
155.5397 	DATA 	Mouse: Left button down, pos=(818,129)
155.5535 	EXP 	slider: markerPos = 1.6041666666666665
155.5555 	EXP 	New trial (rep=0, index=26): {'item_no': 66, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '6cs', 'file_path': 'images/pointed_maps_images/6cs.jpeg'}
155.5735 	DATA 	Keypress: space
155.5853 	EXP 	sentence_text: autoDraw = False
155.5853 	EXP 	image: autoDraw = False
155.5853 	EXP 	question_text: autoDraw = False
155.5853 	EXP 	slider: autoDraw = False
155.5853 	EXP 	trial_counter_text: autoDraw = False
155.5853 	EXP 	spacebar_text: autoDraw = False
155.5853 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
155.5853 	EXP 	image: image = 'images/pointed_maps_images/6cs.jpeg'
155.5853 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
155.5853 	EXP 	slider: markerPos = None
155.5853 	EXP 	slider: markerPos = None
155.5853 	EXP 	trial_counter_text: height = 0.025
155.5853 	EXP 	trial_counter_text: height = 0.025
155.5853 	EXP 	trial_counter_text: height = 0.025
155.5853 	EXP 	trial_counter_text: text = 'Trial 27 of 80'
155.5853 	EXP 	sentence_text: autoDraw = True
155.5853 	EXP 	image: autoDraw = True
155.5853 	EXP 	question_text: autoDraw = True
155.5853 	EXP 	slider: autoDraw = True
155.5853 	EXP 	trial_counter_text: autoDraw = True
155.5853 	EXP 	spacebar_text: autoDraw = True
155.5853 	EXP 	slider: markerPos = 1.6041666666666665
155.5957 	EXP 	slider: markerPos = 1.6041666666666665
155.6060 	EXP 	slider: markerPos = 1.6041666666666665
155.6200 	EXP 	slider: markerPos = 1.6041666666666665
155.6263 	DATA 	Mouse:  Left button up, pos=(818,129)
155.6368 	EXP 	slider: markerPos = 1.6041666666666665
155.6539 	EXP 	slider: markerPos = 1.6041666666666665
155.6942 	DATA 	Mouse: Left button down, pos=(818,129)
155.6968 	DATA 	Keypress: space
155.7055 	EXP 	New trial (rep=0, index=27): {'item_no': 63, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '3cn', 'file_path': 'images/pointed_maps_images/3cn.jpeg'}
155.7294 	EXP 	sentence_text: autoDraw = False
155.7294 	EXP 	image: autoDraw = False
155.7294 	EXP 	question_text: autoDraw = False
155.7294 	EXP 	slider: autoDraw = False
155.7294 	EXP 	trial_counter_text: autoDraw = False
155.7294 	EXP 	spacebar_text: autoDraw = False
155.7294 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
155.7294 	EXP 	image: image = 'images/pointed_maps_images/3cn.jpeg'
155.7294 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
155.7294 	EXP 	slider: markerPos = None
155.7294 	EXP 	slider: markerPos = None
155.7294 	EXP 	trial_counter_text: height = 0.025
155.7294 	EXP 	trial_counter_text: height = 0.025
155.7294 	EXP 	trial_counter_text: height = 0.025
155.7294 	EXP 	trial_counter_text: text = 'Trial 28 of 80'
155.7294 	EXP 	sentence_text: autoDraw = True
155.7294 	EXP 	image: autoDraw = True
155.7294 	EXP 	question_text: autoDraw = True
155.7294 	EXP 	slider: autoDraw = True
155.7294 	EXP 	trial_counter_text: autoDraw = True
155.7294 	EXP 	spacebar_text: autoDraw = True
155.7294 	EXP 	slider: markerPos = 1.6041666666666665
155.7401 	EXP 	slider: markerPos = 1.6041666666666665
155.7535 	EXP 	slider: markerPos = 1.6041666666666665
155.7600 	DATA 	Mouse:  Left button up, pos=(818,129)
155.7708 	EXP 	slider: markerPos = 1.6041666666666665
155.7872 	EXP 	slider: markerPos = 1.6041666666666665
155.8235 	DATA 	Mouse: Left button down, pos=(818,129)
155.8371 	EXP 	slider: markerPos = 1.6041666666666665
155.8538 	EXP 	slider: markerPos = 1.6041666666666665
155.8641 	DATA 	Keypress: space
155.8707 	EXP 	slider: markerPos = 1.6041666666666665
155.8728 	EXP 	New trial (rep=0, index=28): {'item_no': 47, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '7cs', 'file_path': 'images/pointed_maps_images/7cs.jpeg'}
155.8973 	EXP 	sentence_text: autoDraw = False
155.8973 	EXP 	image: autoDraw = False
155.8973 	EXP 	question_text: autoDraw = False
155.8973 	EXP 	slider: autoDraw = False
155.8973 	EXP 	trial_counter_text: autoDraw = False
155.8973 	EXP 	spacebar_text: autoDraw = False
155.8973 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
155.8973 	EXP 	image: image = 'images/pointed_maps_images/7cs.jpeg'
155.8973 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
155.8973 	EXP 	slider: markerPos = None
155.8973 	EXP 	slider: markerPos = None
155.8973 	EXP 	trial_counter_text: height = 0.025
155.8973 	EXP 	trial_counter_text: height = 0.025
155.8973 	EXP 	trial_counter_text: height = 0.025
155.8973 	EXP 	trial_counter_text: text = 'Trial 29 of 80'
155.8973 	EXP 	sentence_text: autoDraw = True
155.8973 	EXP 	image: autoDraw = True
155.8973 	EXP 	question_text: autoDraw = True
155.8973 	EXP 	slider: autoDraw = True
155.8973 	EXP 	trial_counter_text: autoDraw = True
155.8973 	EXP 	spacebar_text: autoDraw = True
155.8973 	EXP 	slider: markerPos = 1.6041666666666665
155.9088 	EXP 	slider: markerPos = 1.6041666666666665
155.9100 	DATA 	Mouse:  Left button up, pos=(818,129)
155.9199 	EXP 	slider: markerPos = 1.6041666666666665
155.9731 	DATA 	Mouse: Left button down, pos=(818,129)
155.9869 	EXP 	slider: markerPos = 1.6041666666666665
156.0036 	EXP 	slider: markerPos = 1.6041666666666665
156.0055 	EXP 	New trial (rep=0, index=29): {'item_no': 54, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '14in', 'file_path': 'images/pointed_maps_images/14in.jpeg'}
156.0226 	DATA 	Keypress: space
156.0319 	EXP 	sentence_text: autoDraw = False
156.0319 	EXP 	image: autoDraw = False
156.0319 	EXP 	question_text: autoDraw = False
156.0319 	EXP 	slider: autoDraw = False
156.0319 	EXP 	trial_counter_text: autoDraw = False
156.0319 	EXP 	spacebar_text: autoDraw = False
156.0319 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
156.0319 	EXP 	image: image = 'images/pointed_maps_images/14in.jpeg'
156.0319 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
156.0319 	EXP 	slider: markerPos = None
156.0319 	EXP 	slider: markerPos = None
156.0319 	EXP 	trial_counter_text: height = 0.025
156.0319 	EXP 	trial_counter_text: height = 0.025
156.0319 	EXP 	trial_counter_text: height = 0.025
156.0319 	EXP 	trial_counter_text: text = 'Trial 30 of 80'
156.0319 	EXP 	sentence_text: autoDraw = True
156.0319 	EXP 	image: autoDraw = True
156.0319 	EXP 	question_text: autoDraw = True
156.0319 	EXP 	slider: autoDraw = True
156.0319 	EXP 	trial_counter_text: autoDraw = True
156.0319 	EXP 	spacebar_text: autoDraw = True
156.0319 	EXP 	slider: markerPos = 1.6041666666666665
156.0427 	EXP 	slider: markerPos = 1.6041666666666665
156.0439 	DATA 	Mouse:  Left button up, pos=(818,129)
156.0530 	EXP 	slider: markerPos = 1.6041666666666665
156.1231 	DATA 	Mouse: Left button down, pos=(818,129)
156.1370 	EXP 	slider: markerPos = 1.6041666666666665
156.1471 	DATA 	Keypress: space
156.1536 	EXP 	slider: markerPos = 1.6041666666666665
156.1553 	EXP 	New trial (rep=0, index=30): {'item_no': 26, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '6is', 'file_path': 'images/pointed_maps_images/6is.jpeg'}
156.1791 	EXP 	sentence_text: autoDraw = False
156.1791 	EXP 	image: autoDraw = False
156.1791 	EXP 	question_text: autoDraw = False
156.1791 	EXP 	slider: autoDraw = False
156.1791 	EXP 	trial_counter_text: autoDraw = False
156.1791 	EXP 	spacebar_text: autoDraw = False
156.1791 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
156.1791 	EXP 	image: image = 'images/pointed_maps_images/6is.jpeg'
156.1791 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
156.1791 	EXP 	slider: markerPos = None
156.1791 	EXP 	slider: markerPos = None
156.1791 	EXP 	trial_counter_text: height = 0.025
156.1791 	EXP 	trial_counter_text: height = 0.025
156.1791 	EXP 	trial_counter_text: height = 0.025
156.1791 	EXP 	trial_counter_text: text = 'Trial 31 of 80'
156.1791 	EXP 	sentence_text: autoDraw = True
156.1791 	EXP 	image: autoDraw = True
156.1791 	EXP 	question_text: autoDraw = True
156.1791 	EXP 	slider: autoDraw = True
156.1791 	EXP 	trial_counter_text: autoDraw = True
156.1791 	EXP 	spacebar_text: autoDraw = True
156.1791 	EXP 	slider: markerPos = 1.6041666666666665
156.1886 	EXP 	slider: markerPos = 1.6041666666666665
156.1904 	DATA 	Mouse:  Left button up, pos=(818,129)
156.2033 	EXP 	slider: markerPos = 1.6041666666666665
156.2568 	DATA 	Mouse: Left button down, pos=(818,129)
156.2703 	EXP 	slider: markerPos = 1.6041666666666665
156.2871 	EXP 	slider: markerPos = 1.6041666666666665
156.3037 	EXP 	slider: markerPos = 1.6041666666666665
156.3057 	EXP 	New trial (rep=0, index=31): {'item_no': 22, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '2is', 'file_path': 'images/pointed_maps_images/2is.jpeg'}
156.3224 	DATA 	Keypress: space
156.3319 	EXP 	sentence_text: autoDraw = False
156.3319 	EXP 	image: autoDraw = False
156.3319 	EXP 	question_text: autoDraw = False
156.3319 	EXP 	slider: autoDraw = False
156.3319 	EXP 	trial_counter_text: autoDraw = False
156.3319 	EXP 	spacebar_text: autoDraw = False
156.3319 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
156.3319 	EXP 	image: image = 'images/pointed_maps_images/2is.jpeg'
156.3319 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
156.3319 	EXP 	slider: markerPos = None
156.3319 	EXP 	slider: markerPos = None
156.3319 	EXP 	trial_counter_text: height = 0.025
156.3319 	EXP 	trial_counter_text: height = 0.025
156.3319 	EXP 	trial_counter_text: height = 0.025
156.3319 	EXP 	trial_counter_text: text = 'Trial 32 of 80'
156.3319 	EXP 	sentence_text: autoDraw = True
156.3319 	EXP 	image: autoDraw = True
156.3319 	EXP 	question_text: autoDraw = True
156.3319 	EXP 	slider: autoDraw = True
156.3319 	EXP 	trial_counter_text: autoDraw = True
156.3319 	EXP 	spacebar_text: autoDraw = True
156.3319 	EXP 	slider: markerPos = 1.6041666666666665
156.3424 	EXP 	slider: markerPos = 1.6041666666666665
156.3436 	DATA 	Mouse:  Left button up, pos=(818,129)
156.3535 	EXP 	slider: markerPos = 1.6041666666666665
156.4067 	DATA 	Mouse: Left button down, pos=(818,129)
156.4203 	EXP 	slider: markerPos = 1.6041666666666665
156.4371 	EXP 	slider: markerPos = 1.6041666666666665
156.4540 	EXP 	slider: markerPos = 1.6041666666666665
156.4646 	DATA 	Keypress: space
156.4705 	EXP 	slider: markerPos = 1.6041666666666665
156.4724 	EXP 	New trial (rep=0, index=32): {'item_no': 70, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '10cs', 'file_path': 'images/pointed_maps_images/10cs.jpeg'}
156.4934 	DATA 	Mouse:  Left button up, pos=(818,129)
156.4973 	EXP 	sentence_text: autoDraw = False
156.4973 	EXP 	image: autoDraw = False
156.4973 	EXP 	question_text: autoDraw = False
156.4973 	EXP 	slider: autoDraw = False
156.4973 	EXP 	trial_counter_text: autoDraw = False
156.4973 	EXP 	spacebar_text: autoDraw = False
156.4973 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
156.4973 	EXP 	image: image = 'images/pointed_maps_images/10cs.jpeg'
156.4973 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
156.4973 	EXP 	slider: markerPos = None
156.4973 	EXP 	slider: markerPos = None
156.4973 	EXP 	trial_counter_text: height = 0.025
156.4973 	EXP 	trial_counter_text: height = 0.025
156.4973 	EXP 	trial_counter_text: height = 0.025
156.4973 	EXP 	trial_counter_text: text = 'Trial 33 of 80'
156.4973 	EXP 	sentence_text: autoDraw = True
156.4973 	EXP 	image: autoDraw = True
156.4973 	EXP 	question_text: autoDraw = True
156.4973 	EXP 	slider: autoDraw = True
156.4973 	EXP 	trial_counter_text: autoDraw = True
156.4973 	EXP 	spacebar_text: autoDraw = True
156.4973 	EXP 	slider: markerPos = 1.6041666666666665
156.5085 	EXP 	slider: markerPos = 1.6041666666666665
156.5782 	DATA 	Mouse: Left button down, pos=(818,129)
156.6040 	EXP 	slider: markerPos = 1.6041666666666665
156.6203 	EXP 	slider: markerPos = 1.6041666666666665
156.6223 	EXP 	New trial (rep=0, index=33): {'item_no': 2, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '2cn', 'file_path': 'images/pointed_maps_images/2cn.jpeg'}
156.6396 	DATA 	Keypress: space
156.6402 	DATA 	Mouse:  Left button up, pos=(818,129)
156.6482 	EXP 	sentence_text: autoDraw = False
156.6482 	EXP 	image: autoDraw = False
156.6482 	EXP 	question_text: autoDraw = False
156.6482 	EXP 	slider: autoDraw = False
156.6482 	EXP 	trial_counter_text: autoDraw = False
156.6482 	EXP 	spacebar_text: autoDraw = False
156.6482 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
156.6482 	EXP 	image: image = 'images/pointed_maps_images/2cn.jpeg'
156.6482 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
156.6482 	EXP 	slider: markerPos = None
