1.1487 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
824.3645 	EXP 	New trial (rep=0, index=21): {'item_no': 18, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '18cn', 'file_path': 'images/pointed_maps_images/18cn.jpeg'}
824.3815 	DATA 	Keypress: space
824.3899 	EXP 	sentence_text: autoDraw = False
824.3899 	EXP 	image: autoDraw = False
824.3899 	EXP 	question_text: autoDraw = False
824.3899 	EXP 	slider: autoDraw = False
824.3899 	EXP 	trial_counter_text: autoDraw = False
824.3899 	EXP 	spacebar_text: autoDraw = False
824.3899 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
824.3899 	EXP 	image: image = 'images/pointed_maps_images/18cn.jpeg'
824.3899 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
824.3899 	EXP 	slider: markerPos = None
824.3899 	EXP 	slider: markerPos = None
824.3899 	EXP 	trial_counter_text: height = 0.025
824.3899 	EXP 	trial_counter_text: height = 0.025
824.3899 	EXP 	trial_counter_text: height = 0.025
824.3899 	EXP 	trial_counter_text: text = 'Trial 22 of 80'
824.3899 	EXP 	sentence_text: autoDraw = True
824.3899 	EXP 	image: autoDraw = True
824.3899 	EXP 	question_text: autoDraw = True
824.3899 	EXP 	slider: autoDraw = True
824.3899 	EXP 	trial_counter_text: autoDraw = True
824.3899 	EXP 	spacebar_text: autoDraw = True
824.4311 	DATA 	Mouse: Left button down, pos=(827,143)
824.4460 	EXP 	slider: markerPos = 1.6229166666666668
824.4625 	EXP 	slider: markerPos = 1.6229166666666668
824.4794 	EXP 	slider: markerPos = 1.6229166666666668
824.4962 	EXP 	slider: markerPos = 1.6229166666666668
824.5128 	EXP 	slider: markerPos = 1.6229166666666668
824.5155 	DATA 	Mouse:  Left button up, pos=(827,143)
824.5288 	EXP 	slider: markerPos = 1.6229166666666668
824.5326 	DATA 	Keypress: space
824.5812 	DATA 	Mouse: Left button down, pos=(827,143)
824.5959 	EXP 	slider: markerPos = 1.6229166666666668
824.6125 	EXP 	slider: markerPos = 1.6229166666666668
824.6288 	EXP 	slider: markerPos = 1.6229166666666668
824.6459 	EXP 	slider: markerPos = 1.6229166666666668
824.6624 	EXP 	slider: markerPos = 1.6229166666666668
824.6645 	DATA 	Mouse:  Left button up, pos=(827,143)
824.6793 	EXP 	slider: markerPos = 1.6229166666666668
824.6984 	EXP 	New trial (rep=0, index=22): {'item_no': 35, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '15in', 'file_path': 'images/pointed_maps_images/15in.jpeg'}
824.7193 	DATA 	Keypress: space
824.7293 	EXP 	sentence_text: autoDraw = False
824.7293 	EXP 	image: autoDraw = False
824.7293 	EXP 	question_text: autoDraw = False
824.7293 	EXP 	slider: autoDraw = False
824.7293 	EXP 	trial_counter_text: autoDraw = False
824.7293 	EXP 	spacebar_text: autoDraw = False
824.7293 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
824.7293 	EXP 	image: image = 'images/pointed_maps_images/15in.jpeg'
824.7293 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
824.7293 	EXP 	slider: markerPos = None
824.7293 	EXP 	slider: markerPos = None
824.7293 	EXP 	trial_counter_text: height = 0.025
824.7293 	EXP 	trial_counter_text: height = 0.025
824.7293 	EXP 	trial_counter_text: height = 0.025
824.7293 	EXP 	trial_counter_text: text = 'Trial 23 of 80'
824.7293 	EXP 	sentence_text: autoDraw = True
824.7293 	EXP 	image: autoDraw = True
824.7293 	EXP 	question_text: autoDraw = True
824.7293 	EXP 	slider: autoDraw = True
824.7293 	EXP 	trial_counter_text: autoDraw = True
824.7293 	EXP 	spacebar_text: autoDraw = True
824.7512 	DATA 	Mouse: Left button down, pos=(827,143)
824.7789 	EXP 	slider: markerPos = 1.6229166666666668
824.7957 	EXP 	slider: markerPos = 1.6229166666666668
824.8037 	DATA 	Mouse:  Left button up, pos=(827,143)
824.8123 	EXP 	slider: markerPos = 1.6229166666666668
824.8289 	EXP 	slider: markerPos = 1.6229166666666668
824.8530 	DATA 	Keypress: space
824.8645 	EXP 	New trial (rep=0, index=23): {'item_no': 41, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '1is', 'file_path': 'images/pointed_maps_images/1is.jpeg'}
824.8825 	DATA 	Mouse: Left button down, pos=(827,143)
824.8939 	EXP 	sentence_text: autoDraw = False
824.8939 	EXP 	image: autoDraw = False
824.8939 	EXP 	question_text: autoDraw = False
824.8939 	EXP 	slider: autoDraw = False
824.8939 	EXP 	trial_counter_text: autoDraw = False
824.8939 	EXP 	spacebar_text: autoDraw = False
824.8939 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
824.8939 	EXP 	image: image = 'images/pointed_maps_images/1is.jpeg'
824.8939 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
824.8939 	EXP 	slider: markerPos = None
824.8939 	EXP 	slider: markerPos = None
824.8939 	EXP 	trial_counter_text: height = 0.025
824.8939 	EXP 	trial_counter_text: height = 0.025
824.8939 	EXP 	trial_counter_text: height = 0.025
824.8939 	EXP 	trial_counter_text: text = 'Trial 24 of 80'
824.8939 	EXP 	sentence_text: autoDraw = True
824.8939 	EXP 	image: autoDraw = True
824.8939 	EXP 	question_text: autoDraw = True
824.8939 	EXP 	slider: autoDraw = True
824.8939 	EXP 	trial_counter_text: autoDraw = True
824.8939 	EXP 	spacebar_text: autoDraw = True
824.8939 	EXP 	slider: markerPos = 1.6229166666666668
824.9043 	EXP 	slider: markerPos = 1.6229166666666668
824.9142 	EXP 	slider: markerPos = 1.6229166666666668
824.9291 	EXP 	slider: markerPos = 1.6229166666666668
824.9456 	EXP 	slider: markerPos = 1.6229166666666668
824.9536 	DATA 	Mouse:  Left button up, pos=(827,143)
824.9624 	EXP 	slider: markerPos = 1.6229166666666668
824.9791 	EXP 	slider: markerPos = 1.6229166666666668
825.0054 	DATA 	Keypress: space
825.0142 	EXP 	New trial (rep=0, index=24): {'item_no': 10, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '10cn', 'file_path': 'images/pointed_maps_images/10cn.jpeg'}
825.0346 	DATA 	Mouse: Left button down, pos=(827,143)
825.0390 	EXP 	sentence_text: autoDraw = False
825.0390 	EXP 	image: autoDraw = False
825.0390 	EXP 	question_text: autoDraw = False
825.0390 	EXP 	slider: autoDraw = False
825.0390 	EXP 	trial_counter_text: autoDraw = False
825.0390 	EXP 	spacebar_text: autoDraw = False
825.0390 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
825.0390 	EXP 	image: image = 'images/pointed_maps_images/10cn.jpeg'
825.0390 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
825.0390 	EXP 	slider: markerPos = None
825.0390 	EXP 	slider: markerPos = None
825.0390 	EXP 	trial_counter_text: height = 0.025
825.0390 	EXP 	trial_counter_text: height = 0.025
825.0390 	EXP 	trial_counter_text: height = 0.025
825.0390 	EXP 	trial_counter_text: text = 'Trial 25 of 80'
825.0390 	EXP 	sentence_text: autoDraw = True
825.0390 	EXP 	image: autoDraw = True
825.0390 	EXP 	question_text: autoDraw = True
825.0390 	EXP 	slider: autoDraw = True
825.0390 	EXP 	trial_counter_text: autoDraw = True
825.0390 	EXP 	spacebar_text: autoDraw = True
825.0497 	EXP 	slider: markerPos = 1.6229166666666668
825.0622 	EXP 	slider: markerPos = 1.6229166666666668
825.0792 	EXP 	slider: markerPos = 1.6229166666666668
825.0957 	EXP 	slider: markerPos = 1.6229166666666668
825.1123 	EXP 	slider: markerPos = 1.6229166666666668
825.1147 	DATA 	Mouse:  Left button up, pos=(827,143)
825.1293 	EXP 	slider: markerPos = 1.6229166666666668
825.1559 	DATA 	Keypress: space
825.1644 	EXP 	New trial (rep=0, index=25): {'item_no': 24, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '4cs', 'file_path': 'images/pointed_maps_images/4cs.jpeg'}
825.1829 	DATA 	Mouse: Left button down, pos=(827,143)
825.1941 	EXP 	sentence_text: autoDraw = False
825.1941 	EXP 	image: autoDraw = False
825.1941 	EXP 	question_text: autoDraw = False
825.1941 	EXP 	slider: autoDraw = False
825.1941 	EXP 	trial_counter_text: autoDraw = False
825.1941 	EXP 	spacebar_text: autoDraw = False
825.1941 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
825.1941 	EXP 	image: image = 'images/pointed_maps_images/4cs.jpeg'
825.1941 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
825.1941 	EXP 	slider: markerPos = None
825.1941 	EXP 	slider: markerPos = None
825.1941 	EXP 	trial_counter_text: height = 0.025
825.1941 	EXP 	trial_counter_text: height = 0.025
825.1941 	EXP 	trial_counter_text: height = 0.025
825.1941 	EXP 	trial_counter_text: text = 'Trial 26 of 80'
825.1941 	EXP 	sentence_text: autoDraw = True
825.1941 	EXP 	image: autoDraw = True
825.1941 	EXP 	question_text: autoDraw = True
825.1941 	EXP 	slider: autoDraw = True
825.1941 	EXP 	trial_counter_text: autoDraw = True
825.1941 	EXP 	spacebar_text: autoDraw = True
825.1941 	EXP 	slider: markerPos = 1.6229166666666668
825.2045 	EXP 	slider: markerPos = 1.6229166666666668
825.2139 	EXP 	slider: markerPos = 1.6229166666666668
825.2287 	EXP 	slider: markerPos = 1.6229166666666668
825.2457 	EXP 	slider: markerPos = 1.6229166666666668
825.2626 	EXP 	slider: markerPos = 1.6229166666666668
825.2648 	DATA 	Mouse:  Left button up, pos=(827,143)
825.2790 	EXP 	slider: markerPos = 1.6229166666666668
825.3145 	EXP 	New trial (rep=0, index=26): {'item_no': 75, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '15cn', 'file_path': 'images/pointed_maps_images/15cn.jpeg'}
825.3350 	DATA 	Keypress: space
825.3455 	EXP 	sentence_text: autoDraw = False
825.3455 	EXP 	image: autoDraw = False
825.3455 	EXP 	question_text: autoDraw = False
825.3455 	EXP 	slider: autoDraw = False
825.3455 	EXP 	trial_counter_text: autoDraw = False
825.3455 	EXP 	spacebar_text: autoDraw = False
825.3455 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
825.3455 	EXP 	image: image = 'images/pointed_maps_images/15cn.jpeg'
825.3455 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
825.3455 	EXP 	slider: markerPos = None
825.3455 	EXP 	slider: markerPos = None
825.3455 	EXP 	trial_counter_text: height = 0.025
825.3455 	EXP 	trial_counter_text: height = 0.025
825.3455 	EXP 	trial_counter_text: height = 0.025
825.3455 	EXP 	trial_counter_text: text = 'Trial 27 of 80'
825.3455 	EXP 	sentence_text: autoDraw = True
825.3455 	EXP 	image: autoDraw = True
825.3455 	EXP 	question_text: autoDraw = True
825.3455 	EXP 	slider: autoDraw = True
825.3455 	EXP 	trial_counter_text: autoDraw = True
825.3455 	EXP 	spacebar_text: autoDraw = True
825.3510 	DATA 	Mouse: Left button down, pos=(827,143)
825.3644 	EXP 	slider: markerPos = 1.6229166666666668
825.3789 	EXP 	slider: markerPos = 1.6229166666666668
825.3960 	EXP 	slider: markerPos = 1.6229166666666668
825.4124 	EXP 	slider: markerPos = 1.6229166666666668
825.4203 	DATA 	Mouse:  Left button up, pos=(827,143)
825.4289 	EXP 	slider: markerPos = 1.6229166666666668
825.4449 	EXP 	slider: markerPos = 1.6229166666666668
825.4659 	DATA 	Keypress: space
825.4988 	DATA 	Mouse: Left button down, pos=(827,143)
825.5122 	EXP 	slider: markerPos = 1.6229166666666668
825.5291 	EXP 	slider: markerPos = 1.6229166666666668
825.5460 	EXP 	slider: markerPos = 1.6229166666666668
825.5625 	EXP 	slider: markerPos = 1.6229166666666668
825.5709 	DATA 	Mouse:  Left button up, pos=(827,143)
825.5793 	EXP 	slider: markerPos = 1.6229166666666668
825.5961 	EXP 	slider: markerPos = 1.6229166666666668
825.6307 	EXP 	New trial (rep=0, index=27): {'item_no': 30, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '10is', 'file_path': 'images/pointed_maps_images/10is.jpeg'}
825.6486 	DATA 	Keypress: space
825.6494 	DATA 	Mouse: Left button down, pos=(827,143)
825.6606 	EXP 	sentence_text: autoDraw = False
825.6606 	EXP 	image: autoDraw = False
825.6606 	EXP 	question_text: autoDraw = False
825.6606 	EXP 	slider: autoDraw = False
825.6606 	EXP 	trial_counter_text: autoDraw = False
825.6606 	EXP 	spacebar_text: autoDraw = False
825.6606 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
825.6606 	EXP 	image: image = 'images/pointed_maps_images/10is.jpeg'
825.6606 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
825.6606 	EXP 	slider: markerPos = None
825.6606 	EXP 	slider: markerPos = None
825.6606 	EXP 	trial_counter_text: height = 0.025
825.6606 	EXP 	trial_counter_text: height = 0.025
825.6606 	EXP 	trial_counter_text: height = 0.025
825.6606 	EXP 	trial_counter_text: text = 'Trial 28 of 80'
825.6606 	EXP 	sentence_text: autoDraw = True
825.6606 	EXP 	image: autoDraw = True
825.6606 	EXP 	question_text: autoDraw = True
825.6606 	EXP 	slider: autoDraw = True
825.6606 	EXP 	trial_counter_text: autoDraw = True
825.6606 	EXP 	spacebar_text: autoDraw = True
825.6606 	EXP 	slider: markerPos = 1.6229166666666668
825.6710 	EXP 	slider: markerPos = 1.6229166666666668
825.6815 	EXP 	slider: markerPos = 1.6229166666666668
825.6956 	EXP 	slider: markerPos = 1.6229166666666668
825.7124 	EXP 	slider: markerPos = 1.6229166666666668
825.7292 	EXP 	slider: markerPos = 1.6229166666666668
825.7371 	DATA 	Mouse:  Left button up, pos=(827,143)
825.7456 	EXP 	slider: markerPos = 1.6229166666666668
825.7625 	EXP 	slider: markerPos = 1.6229166666666668
825.7836 	DATA 	Keypress: space
825.8153 	DATA 	Mouse: Left button down, pos=(827,143)
825.8292 	EXP 	slider: markerPos = 1.6229166666666668
825.8453 	EXP 	slider: markerPos = 1.6229166666666668
825.8622 	EXP 	slider: markerPos = 1.6229166666666668
825.8791 	EXP 	slider: markerPos = 1.6229166666666668
825.8956 	EXP 	slider: markerPos = 1.6229166666666668
825.9038 	DATA 	Mouse:  Left button up, pos=(827,143)
825.9124 	EXP 	slider: markerPos = 1.6229166666666668
825.9293 	EXP 	slider: markerPos = 1.6229166666666668
825.9478 	EXP 	New trial (rep=0, index=28): {'item_no': 56, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '16cn', 'file_path': 'images/pointed_maps_images/16cn.jpeg'}
825.9681 	DATA 	Keypress: space
825.9783 	EXP 	sentence_text: autoDraw = False
825.9783 	EXP 	image: autoDraw = False
825.9783 	EXP 	question_text: autoDraw = False
825.9783 	EXP 	slider: autoDraw = False
825.9783 	EXP 	trial_counter_text: autoDraw = False
825.9783 	EXP 	spacebar_text: autoDraw = False
825.9783 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
825.9783 	EXP 	image: image = 'images/pointed_maps_images/16cn.jpeg'
825.9783 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
825.9783 	EXP 	slider: markerPos = None
825.9783 	EXP 	slider: markerPos = None
825.9783 	EXP 	trial_counter_text: height = 0.025
825.9783 	EXP 	trial_counter_text: height = 0.025
825.9783 	EXP 	trial_counter_text: height = 0.025
825.9783 	EXP 	trial_counter_text: text = 'Trial 29 of 80'
825.9783 	EXP 	sentence_text: autoDraw = True
825.9783 	EXP 	image: autoDraw = True
825.9783 	EXP 	question_text: autoDraw = True
825.9783 	EXP 	slider: autoDraw = True
825.9783 	EXP 	trial_counter_text: autoDraw = True
825.9783 	EXP 	spacebar_text: autoDraw = True
825.9838 	DATA 	Mouse: Left button down, pos=(827,143)
825.9965 	EXP 	slider: markerPos = 1.6229166666666668
826.0116 	EXP 	slider: markerPos = 1.6229166666666668
826.0289 	EXP 	slider: markerPos = 1.6229166666666668
826.0457 	EXP 	slider: markerPos = 1.6229166666666668
826.0624 	EXP 	slider: markerPos = 1.6229166666666668
826.0704 	DATA 	Mouse:  Left button up, pos=(827,143)
826.0788 	EXP 	slider: markerPos = 1.6229166666666668
826.0882 	DATA 	Keypress: space
826.0956 	EXP 	slider: markerPos = 1.6229166666666668
826.1480 	DATA 	Mouse: Left button down, pos=(827,143)
826.1619 	EXP 	slider: markerPos = 1.6229166666666668
826.1787 	EXP 	slider: markerPos = 1.6229166666666668
826.1960 	EXP 	slider: markerPos = 1.6229166666666668
826.2125 	EXP 	slider: markerPos = 1.6229166666666668
826.2290 	EXP 	slider: markerPos = 1.6229166666666668
826.2321 	DATA 	Mouse:  Left button up, pos=(827,143)
826.2457 	EXP 	slider: markerPos = 1.6229166666666668
826.2637 	EXP 	New trial (rep=0, index=29): {'item_no': 22, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '2is', 'file_path': 'images/pointed_maps_images/2is.jpeg'}
826.2809 	DATA 	Keypress: space
826.2891 	EXP 	sentence_text: autoDraw = False
826.2891 	EXP 	image: autoDraw = False
826.2891 	EXP 	question_text: autoDraw = False
826.2891 	EXP 	slider: autoDraw = False
826.2891 	EXP 	trial_counter_text: autoDraw = False
826.2891 	EXP 	spacebar_text: autoDraw = False
826.2891 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
826.2891 	EXP 	image: image = 'images/pointed_maps_images/2is.jpeg'
826.2891 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
826.2891 	EXP 	slider: markerPos = None
826.2891 	EXP 	slider: markerPos = None
826.2891 	EXP 	trial_counter_text: height = 0.025
826.2891 	EXP 	trial_counter_text: height = 0.025
826.2891 	EXP 	trial_counter_text: height = 0.025
826.2891 	EXP 	trial_counter_text: text = 'Trial 30 of 80'
826.2891 	EXP 	sentence_text: autoDraw = True
826.2891 	EXP 	image: autoDraw = True
826.2891 	EXP 	question_text: autoDraw = True
826.2891 	EXP 	slider: autoDraw = True
826.2891 	EXP 	trial_counter_text: autoDraw = True
826.2891 	EXP 	spacebar_text: autoDraw = True
826.3145 	DATA 	Mouse: Left button down, pos=(827,143)
826.3289 	EXP 	slider: markerPos = 1.6229166666666668
826.3457 	EXP 	slider: markerPos = 1.6229166666666668
826.3620 	EXP 	slider: markerPos = 1.6229166666666668
826.3790 	EXP 	slider: markerPos = 1.6229166666666668
826.3957 	EXP 	slider: markerPos = 1.6229166666666668
826.4036 	DATA 	Mouse:  Left button up, pos=(827,143)
826.4125 	EXP 	slider: markerPos = 1.6229166666666668
826.4289 	EXP 	slider: markerPos = 1.6229166666666668
826.4329 	DATA 	Keypress: space
826.4815 	DATA 	Mouse: Left button down, pos=(827,143)
826.4956 	EXP 	slider: markerPos = 1.6229166666666668
826.5122 	EXP 	slider: markerPos = 1.6229166666666668
826.5289 	EXP 	slider: markerPos = 1.6229166666666668
826.5455 	EXP 	slider: markerPos = 1.6229166666666668
826.5622 	EXP 	slider: markerPos = 1.6229166666666668
826.5649 	DATA 	Mouse:  Left button up, pos=(827,143)
826.5789 	EXP 	slider: markerPos = 1.6229166666666668
826.5980 	EXP 	New trial (rep=0, index=30): {'item_no': 54, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '14in', 'file_path': 'images/pointed_maps_images/14in.jpeg'}
826.6187 	DATA 	Keypress: space
826.6273 	EXP 	sentence_text: autoDraw = False
826.6273 	EXP 	image: autoDraw = False
826.6273 	EXP 	question_text: autoDraw = False
826.6273 	EXP 	slider: autoDraw = False
826.6273 	EXP 	trial_counter_text: autoDraw = False
826.6273 	EXP 	spacebar_text: autoDraw = False
826.6273 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
826.6273 	EXP 	image: image = 'images/pointed_maps_images/14in.jpeg'
826.6273 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
826.6273 	EXP 	slider: markerPos = None
826.6273 	EXP 	slider: markerPos = None
826.6273 	EXP 	trial_counter_text: height = 0.025
826.6273 	EXP 	trial_counter_text: height = 0.025
826.6273 	EXP 	trial_counter_text: height = 0.025
826.6273 	EXP 	trial_counter_text: text = 'Trial 31 of 80'
826.6273 	EXP 	sentence_text: autoDraw = True
826.6273 	EXP 	image: autoDraw = True
826.6273 	EXP 	question_text: autoDraw = True
826.6273 	EXP 	slider: autoDraw = True
826.6273 	EXP 	trial_counter_text: autoDraw = True
826.6273 	EXP 	spacebar_text: autoDraw = True
826.6496 	DATA 	Mouse: Left button down, pos=(827,143)
826.6792 	EXP 	slider: markerPos = 1.6229166666666668
826.6960 	EXP 	slider: markerPos = 1.6229166666666668
826.7125 	EXP 	slider: markerPos = 1.6229166666666668
826.7292 	EXP 	slider: markerPos = 1.6229166666666668
826.7314 	DATA 	Mouse:  Left button up, pos=(827,143)
826.7461 	EXP 	slider: markerPos = 1.6229166666666668
826.8152 	DATA 	Mouse: Left button down, pos=(827,143)
826.8292 	EXP 	slider: markerPos = 1.6229166666666668
826.8453 	EXP 	slider: markerPos = 1.6229166666666668
826.8624 	EXP 	slider: markerPos = 1.6229166666666668
826.8790 	EXP 	slider: markerPos = 1.6229166666666668
826.8879 	DATA 	Keypress: space
826.8884 	DATA 	Mouse:  Left button up, pos=(827,143)
826.8955 	EXP 	slider: markerPos = 1.6229166666666668
826.8973 	EXP 	New trial (rep=0, index=31): {'item_no': 48, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '8cn', 'file_path': 'images/pointed_maps_images/8cn.jpeg'}
826.9215 	EXP 	sentence_text: autoDraw = False
826.9215 	EXP 	image: autoDraw = False
826.9215 	EXP 	question_text: autoDraw = False
826.9215 	EXP 	slider: autoDraw = False
826.9215 	EXP 	trial_counter_text: autoDraw = False
826.9215 	EXP 	spacebar_text: autoDraw = False
826.9215 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
826.9215 	EXP 	image: image = 'images/pointed_maps_images/8cn.jpeg'
826.9215 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
826.9215 	EXP 	slider: markerPos = None
826.9215 	EXP 	slider: markerPos = None
826.9215 	EXP 	trial_counter_text: height = 0.025
826.9215 	EXP 	trial_counter_text: height = 0.025
826.9215 	EXP 	trial_counter_text: height = 0.025
826.9215 	EXP 	trial_counter_text: text = 'Trial 32 of 80'
826.9215 	EXP 	sentence_text: autoDraw = True
826.9215 	EXP 	image: autoDraw = True
826.9215 	EXP 	question_text: autoDraw = True
826.9215 	EXP 	slider: autoDraw = True
826.9215 	EXP 	trial_counter_text: autoDraw = True
826.9215 	EXP 	spacebar_text: autoDraw = True
826.9856 	DATA 	Mouse: Left button down, pos=(827,143)
827.0130 	EXP 	slider: markerPos = 1.6229166666666668
827.0292 	EXP 	slider: markerPos = 1.6229166666666668
827.0459 	EXP 	slider: markerPos = 1.6229166666666668
827.0482 	DATA 	Mouse:  Left button up, pos=(827,143)
827.0622 	EXP 	slider: markerPos = 1.6229166666666668
827.0665 	DATA 	Keypress: space
827.1325 	DATA 	Mouse: Left button down, pos=(827,143)
827.1457 	EXP 	slider: markerPos = 1.6229166666666668
827.1626 	EXP 	slider: markerPos = 1.6229166666666668
827.1792 	EXP 	slider: markerPos = 1.6229166666666668
827.1958 	EXP 	slider: markerPos = 1.6229166666666668
827.2125 	EXP 	slider: markerPos = 1.6229166666666668
827.2150 	DATA 	Mouse:  Left button up, pos=(827,143)
827.2290 	EXP 	slider: markerPos = 1.6229166666666668
827.2312 	EXP 	New trial (rep=0, index=32): {'item_no': 52, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '12cn', 'file_path': 'images/pointed_maps_images/12cn.jpeg'}
827.2491 	DATA 	Keypress: space
827.2578 	EXP 	sentence_text: autoDraw = False
827.2578 	EXP 	image: autoDraw = False
827.2578 	EXP 	question_text: autoDraw = False
827.2578 	EXP 	slider: autoDraw = False
827.2578 	EXP 	trial_counter_text: autoDraw = False
827.2578 	EXP 	spacebar_text: autoDraw = False
827.2578 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
827.2578 	EXP 	image: image = 'images/pointed_maps_images/12cn.jpeg'
827.2578 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
827.2578 	EXP 	slider: markerPos = None
827.2578 	EXP 	slider: markerPos = None
827.2578 	EXP 	trial_counter_text: height = 0.025
827.2578 	EXP 	trial_counter_text: height = 0.025
827.2578 	EXP 	trial_counter_text: height = 0.025
827.2578 	EXP 	trial_counter_text: text = 'Trial 33 of 80'
827.2578 	EXP 	sentence_text: autoDraw = True
827.2578 	EXP 	image: autoDraw = True
827.2578 	EXP 	question_text: autoDraw = True
827.2578 	EXP 	slider: autoDraw = True
827.2578 	EXP 	trial_counter_text: autoDraw = True
827.2578 	EXP 	spacebar_text: autoDraw = True
827.2993 	DATA 	Mouse: Left button down, pos=(827,143)
827.3124 	EXP 	slider: markerPos = 1.6229166666666668
827.3292 	EXP 	slider: markerPos = 1.6229166666666668
827.3460 	EXP 	slider: markerPos = 1.6229166666666668
827.3624 	EXP 	slider: markerPos = 1.6229166666666668
827.3647 	DATA 	Mouse:  Left button up, pos=(827,143)
827.3792 	EXP 	slider: markerPos = 1.6229166666666668
827.3881 	DATA 	Keypress: space
827.4480 	DATA 	Mouse: Left button down, pos=(827,143)
827.4624 	EXP 	slider: markerPos = 1.6229166666666668
827.4793 	EXP 	slider: markerPos = 1.6229166666666668
827.4959 	EXP 	slider: markerPos = 1.6229166666666668
827.5124 	EXP 	slider: markerPos = 1.6229166666666668
827.5290 	EXP 	slider: markerPos = 1.6229166666666668
827.5361 	DATA 	Mouse:  Left button up, pos=(827,143)
827.5459 	EXP 	slider: markerPos = 1.6229166666666668
827.5626 	EXP 	slider: markerPos = 1.6229166666666668
829.0391 	DATA 	Keypress: space
829.0474 	EXP 	New trial (rep=0, index=33): {'item_no': 31, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '11in', 'file_path': 'images/pointed_maps_images/11in.jpeg'}
829.0721 	EXP 	sentence_text: autoDraw = False
829.0721 	EXP 	image: autoDraw = False
