consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text1.started,scales_images.started,add_question_text2.started,next_slide_text.started,spacebar_continue_7.started,scale_slider.response,spacebar_continue_7.keys,spacebar_continue_7.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,44.68836152704898,y,0.040607150993309915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.81251371698454,46.81251371698454,46.81251371698454,46.81251371698454,46.81251371698454,46.81251371698454,46.81251371698454,3.517951354966499,20,5.0,3.50520424998831,,0.053125,-0.39479166666666665,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,55.785845270962454,55.785845270962454,55.785845270962454,55.785845270962454,55.785845270962454,55.785845270962454,55.785845270962454,55.785845270962454,55.785845270962454,57.75500510202255,space,0.19262778805568814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.97428446402773,57.97428446402773,57.97428446402773,57.97428446402773,57.97428446402773,57.97428446402773,57.97428446402773,57.97428446402773,57.97428446402773,59.971996724023484,space,0.13389664504211396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1294282960007,60.1294282960007,60.1294282960007,60.1294282960007,60.1294282960007,60.1294282960007,60.1294282960007,60.1294282960007,60.1294282960007,62.12230620707851,space,0.1164431880461052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.25984818604775,62.25984818604775,62.25984818604775,62.25984818604775,62.25984818604775,62.25984818604775,62.25984818604775,62.25984818604775,62.25984818604775,64.25545317702927,space,0.12164718308486044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.41172000102233,64.41172000102233,64.41172000102233,64.41172000102233,64.41172000102233,64.41172000102233,64.41172000102233,64.41172000102233,64.41172000102233,66.4052646040218,space,0.6190436630276963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.05739511002321,67.05739511002321,67.05739511002321,67.05739511002321,67.05739511002321,67.05739511002321,67.05739511002321,67.05739511002321,67.05739511002321,69.05547988996841,space,0.14396069198846817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.22576910199132,69.22576910199132,69.22576910199132,69.22576910199132,69.22576910199132,69.22576910199132,69.22576910199132,69.22576910199132,69.22576910199132,71.22192276106216,space,0.6785526010207832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.92238891602028,71.92238891602028,71.92238891602028,71.92238891602028,71.92238891602028,71.92238891602028,71.92238891602028,71.92238891602028,71.92238891602028,73.90498043806292,space,0.5930371889844537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,45,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5is,images/pointed_maps_images/5is.jpeg,,,,,,,,,,,,,0,0,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.60168884205632,74.60168884205632,74.60168884205632,74.60168884205632,74.60168884205632,80.7049863160355,1.7791666666666668,6.113239586004056,space,0.40802670805715024,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/pointed_maps_images/11is.jpeg,,,,,,,,,,,,,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.14967102301307,81.14967102301307,81.14967102301307,81.14967102301307,81.14967102301307,81.85501454106998,1.6479166666666667,0.6909387030173093,space,0.023913203040137887,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/pointed_maps_images/3cn.jpeg,,,,,,,,,,,,,0,2,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.91637378302403,81.91637378302403,81.91637378302403,81.91637378302403,81.91637378302403,82.03795227699447,1.6479166666666667,0.10682895604986697,space,0.027364242007024586,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/pointed_maps_images/15is.jpeg,,,,,,,,,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.09867302002385,82.09867302002385,82.09867302002385,82.09867302002385,82.09867302002385,82.17150195804425,1.6479166666666667,0.05775488493964076,space,0.044456381001509726,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/pointed_maps_images/9cs.jpeg,,,,,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.24781852902379,82.24781852902379,82.24781852902379,82.24781852902379,82.24781852902379,82.2877769380575,1.6479166666666667,0.02772916597314179,space,0.07368086010683328,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,78,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cs,images/pointed_maps_images/18cs.jpeg,,,,,,,,,,,,,0,5,5,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.39612817403395,82.39612817403395,82.39612817403395,82.39612817403395,82.39612817403395,82.42159705003724,1.6479166666666667,0.015607196022756398,space,0.08870299998670816,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/pointed_maps_images/5cs.jpeg,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5469022160396,82.5469022160396,82.5469022160396,82.5469022160396,82.5469022160396,82.70452924002893,1.6479166666666667,0.2748971009859815,space,0.10160540405195206,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/pointed_maps_images/2is.jpeg,,,,,,,,,,,,,0,7,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.84761761303525,82.84761761303525,82.84761761303525,82.84761761303525,82.84761761303525,82.97125748102553,1.6479166666666667,0.22476322099100798,space,0.1429532819893211,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/pointed_maps_images/5in.jpeg,,,,,,,,,,,,,0,8,8,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.14882528805174,83.14882528805174,83.14882528805174,83.14882528805174,83.14882528805174,83.2227495800471,1.6479166666666667,0.07102939405012876,space,0.06933190301060677,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/pointed_maps_images/6is.jpeg,,,,,,,,,,,,,0,9,9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.42428459599614,83.42428459599614,83.42428459599614,83.42428459599614,83.42428459599614,83.50220523006283,1.6479166666666667,0.09137650800403208,space,0.06278830906376243,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/pointed_maps_images/9in.jpeg,,,,,,,,,,,,,0,10,10,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.63188762497157,83.63188762497157,83.63188762497157,83.63188762497157,83.63188762497157,83.80462231102865,1.6479166666666667,0.160725905909203,space,0.05891343392431736,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/pointed_maps_images/2in.jpeg,,,,,,,,,,,,,0,11,11,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.91524421307258,83.91524421307258,83.91524421307258,83.91524421307258,83.91524421307258,84.07132996304426,1.6479166666666667,0.2926183199742809,space,0.12418809800874442,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,55,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cs,images/pointed_maps_images/15cs.jpeg,,,,,,,,,,,,,0,12,12,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2333347509848,84.2333347509848,84.2333347509848,84.2333347509848,84.2333347509848,84.38816217507701,1.6479166666666667,0.2900530709885061,space,0.1432938000652939,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/pointed_maps_images/4cs.jpeg,,,,,,,,,,,,,0,13,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.56670415506233,84.56670415506233,84.56670415506233,84.56670415506233,84.56670415506233,84.68811061303131,1.6479166666666667,0.10595124505925924,space,0.014893987099640071,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,72,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12is,images/pointed_maps_images/12is.jpeg,,,,,,,,,,,,,0,14,14,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.73375470598694,84.73375470598694,84.73375470598694,84.73375470598694,84.73375470598694,84.82136629498564,1.6479166666666667,0.07339807495009154,space,0.025118315941654146,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,39,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19in,images/pointed_maps_images/19in.jpeg,,,,,,,,,,,,,0,15,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.8832536280388,84.8832536280388,84.8832536280388,84.8832536280388,84.8832536280388,84.98811656003818,1.6479166666666667,0.09055193199310452,space,0.027134157018736005,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/pointed_maps_images/12cn.jpeg,,,,,,,,,,,,,0,16,16,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.04792245803401,85.04792245803401,85.04792245803401,85.04792245803401,85.04792245803401,85.15450765402056,1.6479166666666667,0.09162224398460239,space,0.03600066597573459,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/pointed_maps_images/16cn.jpeg,,,,,,,,,,,,,0,17,17,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.23005913605448,85.23005913605448,85.23005913605448,85.23005913605448,85.23005913605448,85.30543051601853,1.6479166666666667,0.057298808940686285,space,0.052386224968358874,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,18,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.39571556297597,85.39571556297597,85.39571556297597,85.39571556297597,85.39571556297597,85.43790152098518,1.6479166666666667,0.02661686495412141,space,0.09344031405635178,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/pointed_maps_images/16in.jpeg,,,,,,,,,,,,,0,19,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.56515876401681,85.56515876401681,85.56515876401681,85.56515876401681,85.56515876401681,85.58789203700144,1.6479166666666667,0.018349529011175036,space,0.11594953492749482,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/pointed_maps_images/19is.jpeg,,,,,,,,,,,,,0,20,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.7307852980448,85.7307852980448,85.7307852980448,85.7307852980448,85.7307852980448,85.88805635506287,1.6479166666666667,0.14399835700169206,space,0.13741246599238366,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/pointed_maps_images/6cn.jpeg,,,,,,,,,,,,,0,21,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.06339072796982,86.06339072796982,86.06339072796982,86.06339072796982,86.06339072796982,86.23819964600261,1.6479166666666667,0.3071982089895755,space,0.1273942010011524,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/pointed_maps_images/16cs.jpeg,,,,,,,,,,,,,0,22,22,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.39843987999484,86.39843987999484,86.39843987999484,86.39843987999484,86.39843987999484,86.53771414700896,1.6479166666666667,0.2904248320264742,space,0.16072205698583275,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/pointed_maps_images/13cn.jpeg,,,,,,,,,,,,,0,23,23,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.73007918102667,86.73007918102667,86.73007918102667,86.73007918102667,86.73007918102667,86.87141655699816,1.6479166666666667,0.29168274998664856,space,0.16983085800893605,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/pointed_maps_images/7cs.jpeg,,,,,,,,,,,,,0,24,24,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.08113125304226,87.08113125304226,87.08113125304226,87.08113125304226,87.08113125304226,87.18778928706888,1.6479166666666667,0.0910418990533799,space,0.013079260941594839,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/pointed_maps_images/17cs.jpeg,,,,,,,,,,,,,0,25,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2306596370181,87.2306596370181,87.2306596370181,87.2306596370181,87.2306596370181,87.35495360498317,1.6479166666666667,0.10995284502860159,space,0.021580712986178696,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/pointed_maps_images/11cs.jpeg,,,,,,,,,,,,,0,26,26,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.41432208998594,87.41432208998594,87.41432208998594,87.41432208998594,87.41432208998594,87.50447454396635,1.6479166666666667,0.0735406210878864,space,0.03837929095607251,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,40,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cs,images/pointed_maps_images/20cs.jpeg,,,,,,,,,,,,,0,27,27,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5755936120404,87.5755936120404,87.5755936120404,87.5755936120404,87.5755936120404,87.67104813398328,1.6479166666666667,0.07620750099886209,space,0.03209317603614181,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/pointed_maps_images/20cn.jpeg,,,,,,,,,,,,,0,28,28,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.72825433802791,87.72825433802791,87.72825433802791,87.72825433802791,87.72825433802791,87.83780574402772,1.6479166666666667,0.09288817003834993,space,0.021860379027202725,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,29,29,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.89541205996647,87.89541205996647,87.89541205996647,87.89541205996647,87.89541205996647,87.98758697905578,1.6479166666666667,0.07542546198237687,space,0.04049471393227577,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h04.04.242,BZ,2022.2.4,None,
