consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,key_resp_3.started,scale_slider.response,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,2,2,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.78563382604625,239.78563382604625,239.78563382604625,239.78563382604625,239.78563382604625,241.3582415919518,1.775,2.790990034933202,space,1.36899662099313,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/pointed_maps_images/11is.jpeg,,,,,,,,,,,,,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.76643139403313,242.76643139403313,242.76643139403313,242.76643139403313,242.76643139403313,245.94170971005224,1,3.1561020710505545,space,0.07003766996785998,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/pointed_maps_images/10cs.jpeg,,,,,,,,,,,,,0,4,4,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.05039052700158,246.05039052700158,246.05039052700158,246.05039052700158,246.05039052700158,249.12440033000894,1.7645833333333334,3.054951047990471,space,0.020388131961226463,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/pointed_maps_images/7cn.jpeg,,,,,,,,,,,,,0,5,5,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.18186709401198,249.18186709401198,249.18186709401198,249.18186709401198,249.18186709401198,251.02472424902953,1.98125,1.8229559489991516,space,0.0590775259770453,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/pointed_maps_images/17cn.jpeg,,,,,,,,,,,,,0,6,6,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.1187175679952,251.1187175679952,251.1187175679952,251.1187175679952,251.1187175679952,253.30777333304286,1.0104166666666667,2.1740273520117626,space,0.09279731498099864,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,30,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10is,images/pointed_maps_images/10is.jpeg,,,,,,,,,,,,,0,7,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.43396275897976,253.43396275897976,253.43396275897976,253.43396275897976,253.43396275897976,257.09053023997694,1.9979166666666668,3.640517415944487,space,0.09503571398090571,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,74,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cs,images/pointed_maps_images/14cs.jpeg,,,,,,,,,,,,,0,8,8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.2186536990339,257.2186536990339,257.2186536990339,257.2186536990339,257.2186536990339,257.99165320396423,1.63125,0.7574220090173185,space,0.081749776029028,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/pointed_maps_images/8is.jpeg,,,,,,,,,,,,,0,9,9,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.10294053005055,258.10294053005055,258.10294053005055,258.10294053005055,258.10294053005055,258.27468938205857,1.63125,0.5053621609695256,space,0.38019174593500793,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/pointed_maps_images/20is.jpeg,,,,,,,,,,,,,0,10,10,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.6864306620555,258.6864306620555,258.6864306620555,258.6864306620555,258.6864306620555,258.89145990402903,1.63125,0.18939196690917015,space,0.4083083838922903,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/pointed_maps_images/16in.jpeg,,,,,,,,,,,,,0,11,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.33444483496714,259.33444483496714,259.33444483496714,259.33444483496714,259.33444483496714,259.7913465530146,1.63125,0.4408078129636124,space,0.10817664093337953,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,12,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.94013986201026,259.94013986201026,259.94013986201026,259.94013986201026,259.94013986201026,260.34126016206574,1.63125,0.38714351993985474,space,0.07067719998303801,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/pointed_maps_images/14cn.jpeg,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.44822960800957,260.44822960800957,260.44822960800957,260.44822960800957,260.44822960800957,260.9244947930565,1.63125,0.45748683507554233,space,0.035913615953177214,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/pointed_maps_images/15cn.jpeg,,,,,,,,,,,,,0,14,14,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.9991837600246,260.9991837600246,260.9991837600246,260.9991837600246,260.9991837600246,261.5079879340483,1.63125,0.48955842899158597,space,0.08196910005062819,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/pointed_maps_images/6is.jpeg,,,,,,,,,,,,,0,15,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.61811534606386,261.61811534606386,261.61811534606386,261.61811534606386,261.61811534606386,262.0244852709584,1.63125,0.39049538399558514,space,0.12715307099279016,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,50,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10in,images/pointed_maps_images/10in.jpeg,,,,,,,,,,,,,0,16,16,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.182646036963,262.182646036963,262.182646036963,262.182646036963,262.182646036963,262.47430859005544,1.63125,0.2762693950207904,space,0.1959358259337023,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,76,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16is,images/pointed_maps_images/16is.jpeg,,,,,,,,,,,,,0,17,17,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.70292592199985,262.70292592199985,262.70292592199985,262.70292592199985,262.70292592199985,263.1071219709702,1.63125,0.38961968396324664,space,0.13797482894733548,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,78,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cs,images/pointed_maps_images/18cs.jpeg,,,,,,,,,,,,,0,18,18,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.2816348640481,263.2816348640481,263.2816348640481,263.2816348640481,263.2816348640481,263.77454016695265,1.63125,0.47411612805444747,space,0.2124734140234068,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/pointed_maps_images/2cs.jpeg,,,,,,,,,,,,,0,19,19,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.02325473504607,264.02325473504607,264.02325473504607,264.02325473504607,264.02325473504607,264.5079073200468,1.63125,0.47021146200131625,space,0.22151903994381428,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,45,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5is,images/pointed_maps_images/5is.jpeg,,,,,,,,,,,,,0,20,20,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.76514219795354,264.76514219795354,264.76514219795354,264.76514219795354,264.76514219795354,265.59114646702074,1.63125,0.8068976490758359,space,0.5405731128994375,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/pointed_maps_images/18is.jpeg,,,,,,,,,,,,,0,21,21,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.16665475501213,266.16665475501213,266.16665475501213,266.16665475501213,266.16665475501213,266.7911659909878,1.63125,0.6074612559750676,space,0.29085149290040135,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/pointed_maps_images/13cs.jpeg,,,,,,,,,,,,,0,22,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.1172395000467,267.1172395000467,267.1172395000467,267.1172395000467,267.1172395000467,267.6577683240175,1.63125,0.5244035089854151,space,0.2925312399165705,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/pointed_maps_images/1cs.jpeg,,,,,,,,,,,,,0,23,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.9852108840132,267.9852108840132,267.9852108840132,267.9852108840132,267.9852108840132,270.20792480395176,1.26875,2.208077681949362,space,0.44230103597510606,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,73,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13in,images/pointed_maps_images/13in.jpeg,,,,,,,,,,,,,0,24,24,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.6847044059541,270.6847044059541,270.6847044059541,270.6847044059541,270.6847044059541,272.457772098016,1.5083333333333333,1.7567840779665858,space,0.1552079028915614,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/pointed_maps_images/9cs.jpeg,,,,,,,,,,,,,0,25,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.64873776899185,272.64873776899185,272.64873776899185,272.64873776899185,272.64873776899185,273.5573707539588,1.5583333333333333,0.889617454027757,space,0.3026490940246731,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/pointed_maps_images/9in.jpeg,,,,,,,,,,,,,0,26,26,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.8975299310405,273.8975299310405,273.8975299310405,273.8975299310405,273.8975299310405,274.9741398850456,1.5604166666666668,1.056810294976458,space,0.17890376795548946,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/pointed_maps_images/19is.jpeg,,,,,,,,,,,,,0,27,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.18172812706325,275.18172812706325,275.18172812706325,275.18172812706325,275.18172812706325,275.8237286689691,1.5604166666666668,0.6246570189250633,space,0.13283164892345667,,,,,,,,,,,,,,,,,,,2023-03-22_21h43.46.037,BZ,2022.2.4,None,
