consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text1.started,scales_images.started,add_question_text2.started,next_slide_text.started,spacebar_continue_7.started,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/pointed_maps_images/13cs.jpeg,,,,,,,,,,,,,0,23,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7425954239443,66.7425954239443,66.7425954239443,66.7425954239443,66.7425954239443,66.82401755300816,1.5770833333333334,0.06966083298902959,space,0.040651707095094025,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/pointed_maps_images/15cn.jpeg,,,,,,,,,,,,,0,24,24,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.90405918692704,66.90405918692704,66.90405918692704,66.90405918692704,66.90405918692704,66.95659384992905,1.5770833333333334,0.043778817052952945,space,0.0839242790825665,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,76,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16is,images/pointed_maps_images/16is.jpeg,,,,,,,,,,,,,0,25,25,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.07507269689813,67.07507269689813,67.07507269689813,67.07507269689813,67.07507269689813,67.12343234894797,1.5770833333333334,0.042217436945065856,space,0.10725473705679178,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/pointed_maps_images/20in.jpeg,,,,,,,,,,,,,0,26,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.26599614194129,67.26599614194129,67.26599614194129,67.26599614194129,67.26599614194129,67.45747196592856,1.5770833333333334,0.30711289995815605,space,0.1552892760373652,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/pointed_maps_images/3in.jpeg,,,,,,,,,,,,,0,27,27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.64918951294385,67.64918951294385,67.64918951294385,67.64918951294385,67.64918951294385,67.77389115199912,1.5770833333333334,0.1070772809907794,space,0.04307676909957081,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/pointed_maps_images/2is.jpeg,,,,,,,,,,,,,0,28,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.85206972097512,67.85206972097512,67.85206972097512,67.85206972097512,67.85206972097512,67.94024427596014,1.5770833333333334,0.07386012398637831,space,0.07735299912746996,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/pointed_maps_images/14is.jpeg,,,,,,,,,,,,,0,29,29,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.05209098395426,68.05209098395426,68.05209098395426,68.05209098395426,68.05209098395426,68.0903375520138,1.5770833333333334,0.02973303699400276,space,0.11278882797341794,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/pointed_maps_images/11cn.jpeg,,,,,,,,,,,,,0,30,30,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.23533026094083,68.23533026094083,68.23533026094083,68.23533026094083,68.23533026094083,68.42372232594062,1.5770833333333334,0.340673855971545,space,0.1571082650916651,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,64,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4is,images/pointed_maps_images/4is.jpeg,,,,,,,,,,,,,0,31,31,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6179101410089,68.6179101410089,68.6179101410089,68.6179101410089,68.6179101410089,68.74009455100168,1.5770833333333334,0.1076116639887914,space,0.023975559044629335,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,53,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13is,images/pointed_maps_images/13is.jpeg,,,,,,,,,,,,,0,32,32,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.80035875295289,68.80035875295289,68.80035875295289,68.80035875295289,68.80035875295289,68.89060331392102,1.5770833333333334,0.07544772804249078,space,0.07885252009145916,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/pointed_maps_images/16in.jpeg,,,,,,,,,,,,,0,33,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.00136578292586,69.00136578292586,69.00136578292586,69.00136578292586,69.00136578292586,69.02367353497539,1.5770833333333334,0.15956304594874382,space,0.14239288307726383,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,28,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cs,images/pointed_maps_images/8cs.jpeg,,,,,,,,,,,,,0,34,34,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.20168466691393,69.20168466691393,69.20168466691393,69.20168466691393,69.20168466691393,69.34022052492946,1.5770833333333334,0.12479953991714865,space,0.15780009212903678,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,21,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cn,images/pointed_maps_images/1cn.jpeg,,,,,,,,,,,,,0,35,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.53371072595473,69.53371072595473,69.53371072595473,69.53371072595473,69.53371072595473,69.72355366498232,1.5770833333333334,0.34230644500348717,space,0.16728809906635433,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/pointed_maps_images/3is.jpeg,,,,,,,,,,,,,0,36,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.92341774096712,69.92341774096712,69.92341774096712,69.92341774096712,69.92341774096712,70.05741355090868,1.5770833333333334,0.1198553160065785,space,0.025322970002889633,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/pointed_maps_images/2cs.jpeg,,,,,,,,,,,,,0,37,37,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.12464475398883,70.12464475398883,70.12464475398883,70.12464475398883,70.12464475398883,70.24042560195085,1.5770833333333334,0.10393042396754026,space,0.03858904505614191,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,35,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15in,images/pointed_maps_images/15in.jpeg,,,,,,,,,,,,,0,38,38,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.31496383890044,70.31496383890044,70.31496383890044,70.31496383890044,70.31496383890044,70.47376847290434,1.6833333333333333,0.14052538794931024,space,0.032342456048354506,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/pointed_maps_images/14cn.jpeg,,,,,,,,,,,,,0,39,39,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.53535280993674,70.53535280993674,70.53535280993674,70.53535280993674,70.53535280993674,70.65713325096294,1.7020833333333334,0.10829402599483728,space,0.04634889506269246,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/pointed_maps_images/8is.jpeg,,,,,,,,,,,,,0,40,40,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.73955863993615,70.73955863993615,70.73955863993615,70.73955863993615,70.73955863993615,70.84064523491543,1.7041666666666666,0.09052930795587599,space,0.024344371049664915,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,41,41,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9073605579324,70.9073605579324,70.9073605579324,70.9073605579324,70.9073605579324,71.00716380996164,1.7666666666666666,0.08925756299868226,space,0.04434229608159512,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/pointed_maps_images/4cs.jpeg,,,,,,,,,,,,,0,42,42,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0886493959697,71.0886493959697,71.0886493959697,71.0886493959697,71.0886493959697,71.17412097891793,1.775,0.07329291198402643,space,0.05847504909615964,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,78,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cs,images/pointed_maps_images/18cs.jpeg,,,,,,,,,,,,,0,43,43,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.27207633689977,71.27207633689977,71.27207633689977,71.27207633689977,71.27207633689977,71.32366641890258,1.775,0.043858715100213885,space,0.0787763079861179,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,61,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1in,images/pointed_maps_images/1in.jpeg,,,,,,,,,,,,,0,44,44,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.43513253098354,71.43513253098354,71.43513253098354,71.43513253098354,71.43513253098354,71.50732311292086,1.7770833333333333,0.05763709405437112,space,0.07902571000158787,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/pointed_maps_images/18is.jpeg,,,,,,,,,,,,,0,45,45,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6218978499528,71.6218978499528,71.6218978499528,71.6218978499528,71.6218978499528,71.65681215201039,1.7770833333333333,0.031614253064617515,space,0.1094908220693469,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/pointed_maps_images/6is.jpeg,,,,,,,,,,,,,0,46,46,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.80214651394635,71.80214651394635,71.80214651394635,71.80214651394635,71.80214651394635,71.97341642400716,1.7770833333333333,0.3072364419931546,space,0.1619250780204311,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/pointed_maps_images/3cs.jpeg,,,,,,,,,,,,,0,47,47,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.16861437796615,72.16861437796615,72.16861437796615,72.16861437796615,72.16861437796615,72.2736445069313,1.7770833333333333,0.09121977200265974,space,0.06499796500429511,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/pointed_maps_images/20is.jpeg,,,,,,,,,,,,,0,48,48,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.37272995396052,72.37272995396052,72.37272995396052,72.37272995396052,72.37272995396052,72.473879189929,1.7770833333333333,0.09008021198678762,space,0.06925288611091673,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/pointed_maps_images/5cn.jpeg,,,,,,,,,,,,,0,49,49,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.583519054926,72.583519054926,72.583519054926,72.583519054926,72.583519054926,72.65690279193223,1.71875,0.056394831044599414,space,0.081768301082775,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,50,50,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.77229904697742,72.77229904697742,72.77229904697742,72.77229904697742,72.77229904697742,72.80673478299286,1.7125,0.03241536801215261,space,0.13590710214339197,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,45,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5is,images/pointed_maps_images/5is.jpeg,,,,,,,,,,,,,0,51,51,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.98217840597499,72.98217840597499,72.98217840597499,72.98217840597499,72.98217840597499,73.39051751000807,1.4625,0.5417389780050144,space,0.1652761670993641,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/pointed_maps_images/10cs.jpeg,,,,,,,,,,,,,0,52,52,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5887581409188,73.5887581409188,73.5887581409188,73.5887581409188,73.5887581409188,73.77378367690835,1.4520833333333334,0.32447545998729765,space,0.19497415504883975,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/pointed_maps_images/2in.jpeg,,,,,,,,,,,,,0,53,53,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.00083670695312,74.00083670695312,74.00083670695312,74.00083670695312,74.00083670695312,74.10654572991189,1.4520833333333334,0.0916545110521838,space,0.05478716699872166,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,73,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13in,images/pointed_maps_images/13in.jpeg,,,,,,,,,,,,,0,54,54,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.19994962390047,74.19994962390047,74.19994962390047,74.19994962390047,74.19994962390047,74.25712361000478,1.4520833333333334,0.03968955192249268,space,0.08230946806725115,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/pointed_maps_images/4in.jpeg,,,,,,,,,,,,,0,55,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.36658496398013,74.36658496398013,74.36658496398013,74.36658496398013,74.36658496398013,74.49046247196384,1.5375,0.1100009810179472,space,0.055315711069852114,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/pointed_maps_images/11in.jpeg,,,,,,,,,,,,,0,56,56,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.58394565398339,74.58394565398339,74.58394565398339,74.58394565398339,74.58394565398339,74.69038847193588,1.5604166666666668,0.08971948199905455,space,0.04526878008618951,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/pointed_maps_images/13cn.jpeg,,,,,,,,,,,,,0,57,57,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.77187501790468,74.77187501790468,74.77187501790468,74.77187501790468,74.77187501790468,74.8571047509322,1.5666666666666667,0.07508488104213029,space,0.0652360781095922,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/pointed_maps_images/6cn.jpeg,,,,,,,,,,,,,0,58,58,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.9551315959543,74.9551315959543,74.9551315959543,74.9551315959543,74.9551315959543,75.22384781995788,1.60625,0.2566683259792626,space,0.06624714809004217,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,27,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7in,images/pointed_maps_images/7in.jpeg,,,,,,,,,,,,,0,59,59,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.32213594997302,75.32213594997302,75.32213594997302,75.32213594997302,75.32213594997302,75.44023974600714,1.60625,0.10731415695045143,space,0.04767890716902912,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/pointed_maps_images/12cs.jpeg,,,,,,,,,,,,,0,60,60,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.51842549594585,75.51842549594585,75.51842549594585,75.51842549594585,75.51842549594585,75.62381083099172,1.6979166666666665,0.09186996892094612,space,0.06644634902477264,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/pointed_maps_images/20cn.jpeg,,,,,,,,,,,,,0,61,61,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7194673490012,75.7194673490012,75.7194673490012,75.7194673490012,75.7194673490012,75.8237697299337,1.6979166666666665,0.09071069804485887,space,0.05739165307022631,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,57,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17is,images/pointed_maps_images/17is.jpeg,,,,,,,,,,,,,0,62,62,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.92189804790542,75.92189804790542,75.92189804790542,75.92189804790542,75.92189804790542,76.02350839192513,1.6979166666666665,0.08963416703045368,space,0.05011379299685359,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/pointed_maps_images/2cn.jpeg,,,,,,,,,,,,,0,63,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1057708139997,76.1057708139997,76.1057708139997,76.1057708139997,76.1057708139997,76.19037936092354,1.6979166666666665,0.07335792994126678,space,0.048619231092743576,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,59,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cs,images/pointed_maps_images/19cs.jpeg,,,,,,,,,,,,,0,64,64,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.26924322894774,76.26924322894774,76.26924322894774,76.26924322894774,76.26924322894774,76.34031754592434,1.6979166666666665,0.060377752990461886,space,0.09205465612467378,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/pointed_maps_images/6in.jpeg,,,,,,,,,,,,,0,65,65,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.47205702599604,76.47205702599604,76.47205702599604,76.47205702599604,76.47205702599604,76.50720396195538,1.6979166666666665,0.03250859095714986,space,0.12064843904227018,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/pointed_maps_images/19is.jpeg,,,,,,,,,,,,,0,66,66,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66592709789984,76.66592709789984,76.66592709789984,76.66592709789984,76.66592709789984,76.87379283097107,1.6979166666666665,0.3561976299388334,space,0.16688333614729345,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/pointed_maps_images/16cs.jpeg,,,,,,,,,,,,,0,67,67,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.07273701799568,77.07273701799568,77.07273701799568,77.07273701799568,77.07273701799568,77.19054800400045,1.6979166666666665,0.10616617696359754,space,0.03369696903973818,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/pointed_maps_images/11cs.jpeg,,,,,,,,,,,,,0,68,68,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.25782456994057,77.25782456994057,77.25782456994057,77.25782456994057,77.25782456994057,77.35721557599027,1.6979166666666665,0.08731561398599297,space,0.08718338515609503,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/pointed_maps_images/16cn.jpeg,,,,,,,,,,,,,0,69,69,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.49041183793452,77.49041183793452,77.49041183793452,77.49041183793452,77.49041183793452,77.54030922392849,1.6979166666666665,0.03852014907170087,space,0.12043215404264629,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,55,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cs,images/pointed_maps_images/15cs.jpeg,,,,,,,,,,,,,0,70,70,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.70036728598643,77.70036728598643,77.70036728598643,77.70036728598643,77.70036728598643,77.77381028200034,1.6979166666666665,0.05712332495022565,space,0.2453404050320387,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,30,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10is,images/pointed_maps_images/10is.jpeg,,,,,,,,,,,,,0,71,71,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.05295733490493,78.05295733490493,78.05295733490493,78.05295733490493,78.05295733490493,78.25743982591666,1.6979166666666665,0.3744595949538052,space,0.18496597406920046,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/pointed_maps_images/3cn.jpeg,,,,,,,,,,,,,0,72,72,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.48269168799743,78.48269168799743,78.48269168799743,78.48269168799743,78.48269168799743,78.6404841869371,1.6979166666666665,0.1398004440125078,space,0.015300236060284078,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/pointed_maps_images/11is.jpeg,,,,,,,,,,,,,0,73,73,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.6908187730005,78.6908187730005,78.6908187730005,78.6908187730005,78.6908187730005,78.87322020891588,1.6979166666666665,0.16899000597186387,space,0.5694670650409535,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
,,,,,,12,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12in,images/pointed_maps_images/12in.jpeg,,,,,,,,,,,,,0,74,74,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.48194204492029,79.48194204492029,79.48194204492029,79.48194204492029,79.48194204492029,79.80678620492108,1.6979166666666665,0.30679234000854194,space,0.15479227202013135,,,,,,,,,,2023-03-22_22h43.58.592,BZ,2022.2.4,None,
