consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"3 of 6
I agree that any data collected may be included in anonymous form in student theses/publications/conference presentations.",,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,30.619400178955402,y,0.17195279704174027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
"4 of 6
I understand that a fully anonymised dataset will be deposited in public open data repositories.",,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,32.81973217695486,y,0.040915031044278294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,34.891820269986056,y,0.34366370900534093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,37.23527197400108,y,3.2318221930181608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5160710469936,42.5160710469936,42.5160710469936,42.5160710469936,42.5160710469936,42.5160710469936,42.5160710469936,3.831612892972771,20,5.0,3.8184805209748447,,0.04027777777777778,-0.4152777777777778,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,53.371684534999076,53.371684534999076,53.371684534999076,53.371684534999076,53.371684534999076,53.371684534999076,53.371684534999076,53.371684534999076,53.371684534999076,55.351295575965196,space,0.06151433498598635,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.43475810700329,55.43475810700329,55.43475810700329,55.43475810700329,55.43475810700329,55.43475810700329,55.43475810700329,55.43475810700329,55.43475810700329,57.43489561800379,space,0.010014868981670588,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.46996107196901,57.46996107196901,57.46996107196901,57.46996107196901,57.46996107196901,57.46996107196901,57.46996107196901,57.46996107196901,57.46996107196901,59.4681299419608,space,0.10003688500728458,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.586945033981465,59.586945033981465,59.586945033981465,59.586945033981465,59.586945033981465,59.586945033981465,59.586945033981465,59.586945033981465,59.586945033981465,61.56811765697785,space,0.24221657001180574,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.83570364600746,61.83570364600746,61.83570364600746,61.83570364600746,61.83570364600746,61.83570364600746,61.83570364600746,61.83570364600746,61.83570364600746,63.834513185953256,space,0.14345526200486347,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0016979809734,64.0016979809734,64.0016979809734,64.0016979809734,64.0016979809734,64.0016979809734,64.0016979809734,64.0016979809734,64.0016979809734,65.98485006199917,space,0.02421641006367281,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.03650948300492,66.03650948300492,66.03650948300492,66.03650948300492,66.03650948300492,66.03650948300492,66.03650948300492,66.03650948300492,66.03650948300492,68.03448296396527,space,0.20285287400474772,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.26803805900272,68.26803805900272,68.26803805900272,68.26803805900272,68.26803805900272,68.26803805900272,68.26803805900272,68.26803805900272,68.26803805900272,70.2520824589883,space,0.8357092090300284,,,,,,,,,,,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,39,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19in,images/all_images/19in.jpeg,,,,,,,,,,,,,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.18399191100616,71.18399191100616,71.18399191100616,71.18399191100616,71.18399191100616,73.16857722797431,1.7166666666666668,1.9857115020276979,space,0.18916403403272852,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/all_images/2cn.jpeg,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4002111669979,73.4002111669979,73.4002111669979,73.4002111669979,73.4002111669979,73.9516419339925,1.7527777777777778,0.5371090639964677,space,0.4196814660099335,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,79,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cn,images/all_images/19cn.jpeg,,,,,,,,,,,,,0,2,2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.40887959796237,74.40887959796237,74.40887959796237,74.40887959796237,74.40887959796237,74.80119966599159,1.6861111111111111,0.591131255030632,space,0.2108756370143965,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,30,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10is,images/all_images/10is.jpeg,,,,,,,,,,,,,0,3,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.04362337698694,75.04362337698694,75.04362337698694,75.04362337698694,75.04362337698694,75.15160536399344,1.6861111111111111,0.09178720600903034,space,0.0013391149695962667,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/all_images/10cn.jpeg,,,,,,,,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.19508237700211,75.19508237700211,75.19508237700211,75.19508237700211,75.19508237700211,75.33451147796586,1.6861111111111111,0.26944786903914064,space,0.13868421304505318,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/all_images/8is.jpeg,,,,,,,,,,,,,0,5,5,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.50814323098166,75.50814323098166,75.50814323098166,75.50814323098166,75.50814323098166,75.63449570297962,1.6861111111111111,0.25688528799219057,space,0.13945484097348526,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/all_images/2cs.jpeg,,,,,,,,,,,,,0,6,6,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.80719405197306,75.80719405197306,75.80719405197306,75.80719405197306,75.80719405197306,75.93468104297062,1.6861111111111111,0.10708142898511142,space,0.11602622596547008,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/all_images/9in.jpeg,,,,,,,,,,,,,0,7,7,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.07844396296423,76.07844396296423,76.07844396296423,76.07844396296423,76.07844396296423,76.23531059396919,1.6861111111111111,0.2917427999782376,space,0.12366368999937549,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,77,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17in,images/all_images/17in.jpeg,,,,,,,,,,,,,0,8,8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.39290974097094,76.39290974097094,76.39290974097094,76.39290974097094,76.39290974097094,76.53495529695647,1.6861111111111111,0.2736276300274767,space,0.15141599398339167,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/all_images/6cn.jpeg,,,,,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.72373485699063,76.72373485699063,76.72373485699063,76.72373485699063,76.72373485699063,76.83477762399707,1.6861111111111111,0.09168734698323533,space,0.014320134068839252,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,50,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10in,images/all_images/10in.jpeg,,,,,,,,,,,,,0,10,10,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8744366739993,76.8744366739993,76.8744366739993,76.8744366739993,76.8744366739993,77.01797718397574,1.6861111111111111,0.1254707060288638,space,0.11944946099538356,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/all_images/16cs.jpeg,,,,,,,,,,,,,0,11,11,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.17317206098232,77.17317206098232,77.17317206098232,77.17317206098232,77.17317206098232,77.33510770695284,1.6861111111111111,0.14325209602247924,space,0.11345061706379056,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/all_images/14cn.jpeg,,,,,,,,,,,,,0,12,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.47691783495247,77.47691783495247,77.47691783495247,77.47691783495247,77.47691783495247,77.63515243295114,1.6861111111111111,0.311928199022077,space,0.13340646005235612,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,45,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5is,images/all_images/5is.jpeg,,,,,,,,,,,,,0,13,13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.80640239099739,77.80640239099739,77.80640239099739,77.80640239099739,77.80640239099739,77.95199816196691,1.6861111111111111,0.12656215199967846,space,0.1399093969957903,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/all_images/3is.jpeg,,,,,,,,,,,,,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.124486769957,78.124486769957,78.124486769957,78.124486769957,78.124486769957,78.26801173598506,1.6861111111111111,0.2919577769935131,space,0.14968592603690922,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/all_images/4cs.jpeg,,,,,,,,,,,,,0,15,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.44439205998788,78.44439205998788,78.44439205998788,78.44439205998788,78.44439205998788,78.61808495596051,1.6861111111111111,0.3234442680259235,space,0.15342392696766183,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/all_images/17cs.jpeg,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.80612658697646,78.80612658697646,78.80612658697646,78.80612658697646,78.80612658697646,78.95126981497742,1.6861111111111111,0.2915875270264223,space,0.15751311503117904,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,72,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12is,images/all_images/12is.jpeg,,,,,,,,,,,,,0,17,17,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.14719936298206,79.14719936298206,79.14719936298206,79.14719936298206,79.14719936298206,79.26808218698716,1.6861111111111111,0.10577995900530368,space,0.013395538029726595,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/all_images/12cs.jpeg,,,,,,,,,,,,,0,18,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.31030229397584,79.31030229397584,79.31030229397584,79.31030229397584,79.31030229397584,79.41839245997835,1.6861111111111111,0.09239929995965213,space,0.026019076991360635,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,76,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16is,images/all_images/16is.jpeg,,,,,,,,,,,,,0,19,19,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.48281910200603,79.48281910200603,79.48281910200603,79.48281910200603,79.48281910200603,79.58441024099011,1.6861111111111111,0.2563092299969867,space,0.16117869701702148,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/all_images/4in.jpeg,,,,,,,,,,,,,0,20,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.77237350295763,79.77237350295763,79.77237350295763,79.77237350295763,79.77237350295763,79.90108658495592,1.6861111111111111,0.10896763199707493,space,0.0069974089856259525,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/all_images/6is.jpeg,,,,,,,,,,,,,0,21,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.93989492795663,79.93989492795663,79.93989492795663,79.93989492795663,79.93989492795663,80.06793050497072,1.6861111111111111,0.10867747699376196,space,0.008623606991022825,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/all_images/8in.jpeg,,,,,,,,,,,,,0,22,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1095492389868,80.1095492389868,80.1095492389868,80.1095492389868,80.1095492389868,80.2347032239777,1.6861111111111111,0.10770150303142145,space,0.048970000992994756,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/all_images/11in.jpeg,,,,,,,,,,,,,0,23,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3106724039535,80.3106724039535,80.3106724039535,80.3106724039535,80.3106724039535,80.40110595198348,1.6861111111111111,0.07484962197486311,space,0.05662258202210069,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,21,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cn,images/all_images/1cn.jpeg,,,,,,,,,,,,,0,24,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.49114929995267,80.49114929995267,80.49114929995267,80.49114929995267,80.49114929995267,80.58459069300443,1.6861111111111111,0.07534346001921222,space,0.04692325904034078,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,27,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7in,images/all_images/7in.jpeg,,,,,,,,,,,,,0,25,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.65819669398479,80.65819669398479,80.65819669398479,80.65819669398479,80.65819669398479,80.75103815097827,1.6861111111111111,0.07571814698167145,space,0.0787842309800908,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/all_images/15is.jpeg,,,,,,,,,,,,,0,26,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.85728373896563,80.85728373896563,80.85728373896563,80.85728373896563,80.85728373896563,80.91790920199128,1.6861111111111111,0.04242361697833985,space,0.07677200599573553,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/all_images/12cn.jpeg,,,,,,,,,,,,,0,27,27,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02793451899197,81.02793451899197,81.02793451899197,81.02793451899197,81.02793451899197,81.0511531640077,1.6861111111111111,0.017571019008755684,space,0.11787475598976016,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/all_images/6in.jpeg,,,,,,,,,,,,,0,28,28,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.20694499497768,81.20694499497768,81.20694499497768,81.20694499497768,81.20694499497768,81.41784336196724,1.6861111111111111,0.1904265339835547,space,0.08995104196947068,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/all_images/7is.jpeg,,,,,,,,,,,,,0,29,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.54020247497829,81.54020247497829,81.54020247497829,81.54020247497829,81.54020247497829,81.73457968397997,1.6861111111111111,0.17514958401443437,space,0.11814077798044309,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/all_images/18is.jpeg,,,,,,,,,,,,,0,30,30,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.88896034198115,81.88896034198115,81.88896034198115,81.88896034198115,81.88896034198115,82.05113986099605,1.6861111111111111,0.145203082007356,space,0.12569713301490992,,,,,,,,,2023-02-21_15h57.58.775,BZ,2022.2.4,60.022467628834036,
