consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/all_images/17cs.jpeg,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.30571538995719,79.30571538995719,79.30571538995719,79.30571538995719,79.30571538995719,79.40034025796922,1.7277777777777779,0.07474010699661449,space,0.039231448026839644,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,64,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4is,images/all_images/4is.jpeg,,,,,,,,,,,,,0,17,17,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.47653599595651,79.47653599595651,79.47653599595651,79.47653599595651,79.47653599595651,79.54997552896384,1.7277777777777779,0.05666906601982191,space,0.04967777710407972,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/all_images/8is.jpeg,,,,,,,,,,,,,0,18,18,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.62762980896514,79.62762980896514,79.62762980896514,79.62762980896514,79.62762980896514,79.66607666097116,1.7277777777777779,0.025801947980653495,space,0.10585920506855473,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,66,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cs,images/all_images/6cs.jpeg,,,,,,,,,,,,,0,19,19,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.80519104999257,79.80519104999257,79.80519104999257,79.80519104999257,79.80519104999257,79.83309016696876,1.7277777777777779,0.01385635300539434,space,0.09634566307067871,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/all_images/17cn.jpeg,,,,,,,,,,,,,0,20,20,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.95994598098332,79.95994598098332,79.95994598098332,79.95994598098332,79.95994598098332,79.98337293794611,1.7277777777777779,0.017358943994622678,space,0.11040234006941319,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,28,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cs,images/all_images/8cs.jpeg,,,,,,,,,,,,,0,21,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.12387139996281,80.12387139996281,80.12387139996281,80.12387139996281,80.12387139996281,80.29996780195506,1.7277777777777779,0.29325083998264745,space,0.11839464504737407,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/all_images/10cs.jpeg,,,,,,,,,,,,,0,22,22,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.45666998095112,80.45666998095112,80.45666998095112,80.45666998095112,80.45666998095112,80.58273789094528,1.7277777777777779,0.27410261903423816,space,0.14473032904788852,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/all_images/10cn.jpeg,,,,,,,,,,,,,0,23,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.75838225096231,80.75838225096231,80.75838225096231,80.75838225096231,80.75838225096231,80.8830970939598,1.7277777777777779,0.10879588400712237,space,0.029648418072611094,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/all_images/4cn.jpeg,,,,,,,,,,,,,0,24,24,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9437920669443,80.9437920669443,80.9437920669443,80.9437920669443,80.9437920669443,81.04955577198416,1.7277777777777779,0.25724223599536344,space,0.16632771003060043,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/all_images/6is.jpeg,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24352437595371,81.24352437595371,81.24352437595371,81.24352437595371,81.24352437595371,81.34994462499162,1.7277777777777779,0.09017863601911813,space,0.044129615067504346,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/all_images/12cs.jpeg,,,,,,,,,,,,,0,26,26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.42664669896476,81.42664669896476,81.42664669896476,81.42664669896476,81.42664669896476,81.53312679298688,1.7277777777777779,0.09031466004671529,space,0.05535893404157832,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,78,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cs,images/all_images/18cs.jpeg,,,,,,,,,,,,,0,27,27,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.62312267598463,81.62312267598463,81.62312267598463,81.62312267598463,81.62312267598463,81.68324539496098,1.7277777777777779,0.04123096796683967,space,0.08203569106990471,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/all_images/4in.jpeg,,,,,,,,,,,,,0,28,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.79315629397752,81.79315629397752,81.79315629397752,81.79315629397752,81.79315629397752,81.83325012697605,1.7277777777777779,0.02739896299317479,space,0.08946485508931801,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/all_images/5in.jpeg,,,,,,,,,,,,,0,29,29,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.95798594498774,81.95798594498774,81.95798594498774,81.95798594498774,81.95798594498774,81.98298177297693,1.7277777777777779,0.01475337496958673,space,0.10166288103209808,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/all_images/8in.jpeg,,,,,,,,,,,,,0,30,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.12123695499031,82.12123695499031,82.12123695499031,82.12123695499031,82.12123695499031,82.1831746599637,1.7277777777777779,0.042429161025211215,space,0.07286429806845263,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,61,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1in,images/all_images/1in.jpeg,,,,,,,,,,,,,0,31,31,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.29318733199034,82.29318733199034,82.29318733199034,82.29318733199034,82.29318733199034,82.31637729000067,1.7277777777777779,0.01755473401863128,space,0.07972254802007228,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/all_images/16in.jpeg,,,,,,,,,,,,,0,32,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.42652025294956,82.42652025294956,82.42652025294956,82.42652025294956,82.42652025294956,82.49991409899667,1.7277777777777779,0.05732374999206513,space,0.06662570004118606,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/all_images/20is.jpeg,,,,,,,,,,,,,0,33,33,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.60869065497536,82.60869065497536,82.60869065497536,82.60869065497536,82.60869065497536,82.63272171694553,1.7277777777777779,0.01536611100891605,space,0.07473671203479171,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/all_images/7cn.jpeg,,,,,,,,,,,,,0,34,34,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.74804340599803,82.74804340599803,82.74804340599803,82.74804340599803,82.74804340599803,82.78302243596409,1.7277777777777779,0.027116550016216934,space,0.09941240900661796,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,55,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cs,images/all_images/15cs.jpeg,,,,,,,,,,,,,0,35,35,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9106877479935,82.9106877479935,82.9106877479935,82.9106877479935,82.9106877479935,82.9828206480015,1.7277777777777779,0.05687122204108164,space,0.04930810508085415,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,79,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cn,images/all_images/19cn.jpeg,,,,,,,,,,,,,0,36,36,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.06045764998998,83.06045764998998,83.06045764998998,83.06045764998998,83.06045764998998,83.14987871097401,1.7277777777777779,0.0733366819913499,space,0.05693713005166501,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/all_images/11cn.jpeg,,,,,,,,,,,,,0,37,37,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.23959274298977,83.23959274298977,83.23959274298977,83.23959274298977,83.23959274298977,83.29999347595731,1.7277777777777779,0.04033953096950427,space,0.07633413904113695,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/all_images/9cs.jpeg,,,,,,,,,,,,,0,38,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.40755646897014,83.40755646897014,83.40755646897014,83.40755646897014,83.40755646897014,83.46611128398217,1.7277777777777779,0.04157433699583635,space,0.08797914005117491,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,39,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19in,images/all_images/19in.jpeg,,,,,,,,,,,,,0,39,39,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.59119365195511,83.59119365195511,83.59119365195511,83.59119365195511,83.59119365195511,83.61607835895848,1.7277777777777779,0.14050158200552687,space,0.11703249806305394,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/all_images/1cs.jpeg,,,,,,,,,,,,,0,40,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.76588333497057,83.76588333497057,83.76588333497057,83.76588333497057,83.76588333497057,83.89977806300158,1.7277777777777779,0.28610669099725783,space,0.18221897905459628,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/all_images/18is.jpeg,,,,,,,,,,,,,0,41,41,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.11045240296517,84.11045240296517,84.11045240296517,84.11045240296517,84.11045240296517,84.21678257198073,1.7277777777777779,0.0899962040130049,space,0.028390005056280643,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/all_images/13cn.jpeg,,,,,,,,,,,,,0,42,42,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2765002049855,84.2765002049855,84.2765002049855,84.2765002049855,84.2765002049855,84.36655868397793,1.7277777777777779,0.07507149199955165,space,0.033375465078279376,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/all_images/11cs.jpeg,,,,,,,,,,,,,0,43,43,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.42813987395493,84.42813987395493,84.42813987395493,84.42813987395493,84.42813987395493,84.53323542897124,1.7277777777777779,0.0888272260199301,space,0.04468961199745536,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,77,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17in,images/all_images/17in.jpeg,,,,,,,,,,,,,0,44,44,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6102815939812,84.6102815939812,84.6102815939812,84.6102815939812,84.6102815939812,84.68285289598862,1.7277777777777779,0.057471262000035495,space,0.10353656008373946,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/all_images/14in.jpeg,,,,,,,,,,,,,0,45,45,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.82155569997849,84.82155569997849,84.82155569997849,84.82155569997849,84.82155569997849,84.98305719799828,1.7277777777777779,0.29248547699535266,space,0.12331245100358501,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,76,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16is,images/all_images/16is.jpeg,,,,,,,,,,,,,0,46,46,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.13847674394492,85.13847674394492,85.13847674394492,85.13847674394492,85.13847674394492,85.29918324295431,1.7277777777777779,0.3076424400205724,space,0.1671060990775004,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/all_images/19is.jpeg,,,,,,,,,,,,,0,47,47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.49760737095494,85.49760737095494,85.49760737095494,85.49760737095494,85.49760737095494,85.61607028695289,1.7277777777777779,0.10572200099704787,space,0.045033975096885115,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/all_images/9cn.jpeg,,,,,,,,,,,,,0,48,48,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.69261992897373,85.69261992897373,85.69261992897373,85.69261992897373,85.69261992897373,85.76577472395729,1.7277777777777779,0.057608867005910724,space,0.08250351005699486,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/all_images/13cs.jpeg,,,,,,,,,,,,,0,49,49,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.87611787900096,85.87611787900096,85.87611787900096,85.87611787900096,85.87611787900096,85.89990706497338,1.7277777777777779,0.01776065002195537,space,0.12235156202223152,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/all_images/12cn.jpeg,,,,,,,,,,,,,0,50,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.05606659397017,86.05606659397017,86.05606659397017,86.05606659397017,86.05606659397017,86.19989008596167,1.7277777777777779,0.12427460600156337,space,0.005869223037734628,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,35,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15in,images/all_images/15in.jpeg,,,,,,,,,,,,,0,51,51,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.24385730497306,86.24385730497306,86.24385730497306,86.24385730497306,86.24385730497306,86.38337606796995,1.7277777777777779,0.27400388702517375,space,0.13995555404108018,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,18,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cn,images/all_images/18cn.jpeg,,,,,,,,,,,,,0,52,52,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5615461699781,86.5615461699781,86.5615461699781,86.5615461699781,86.5615461699781,86.71644097694661,1.7277777777777779,0.28811581199988723,space,0.1453012780402787,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/all_images/4cs.jpeg,,,,,,,,,,,,,0,53,53,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.89397865597857,86.89397865597857,86.89397865597857,86.89397865597857,86.89397865597857,87.01668977999361,1.7277777777777779,0.10749295202549547,space,0.009779551008250564,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/all_images/16cs.jpeg,,,,,,,,,,,,,0,54,54,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.06033588398714,87.06033588398714,87.06033588398714,87.06033588398714,87.06033588398714,87.14988980599446,1.7277777777777779,0.07503366598393768,space,0.021569266042206436,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,74,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cs,images/all_images/14cs.jpeg,,,,,,,,,,,,,0,55,55,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.20884202898014,87.20884202898014,87.20884202898014,87.20884202898014,87.20884202898014,87.33328394894488,1.7277777777777779,0.10721611604094505,space,0.020426707051228732,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/all_images/7cs.jpeg,,,,,,,,,,,,,0,56,56,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.39123302296503,87.39123302296503,87.39123302296503,87.39123302296503,87.39123302296503,87.49986415996682,1.7277777777777779,0.08968121197540313,space,0.020975385035853833,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/all_images/6cn.jpeg,,,,,,,,,,,,,0,57,57,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.55732481996529,87.55732481996529,87.55732481996529,87.55732481996529,87.55732481996529,87.64981470099883,1.7277777777777779,0.0737707189982757,space,0.03321336908265948,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/all_images/11is.jpeg,,,,,,,,,,,,,0,58,58,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.71417148894398,87.71417148894398,87.71417148894398,87.71417148894398,87.71417148894398,87.79982350894716,1.7277777777777779,0.07392958202399313,space,0.04652184504084289,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/all_images/16cn.jpeg,,,,,,,,,,,,,0,59,59,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.87708230596036,87.87708230596036,87.87708230596036,87.87708230596036,87.87708230596036,87.98300076194573,1.7277777777777779,0.09158141101943329,space,0.04022754804464057,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/all_images/3cs.jpeg,,,,,,,,,,,,,0,60,60,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.05804754898418,88.05804754898418,88.05804754898418,88.05804754898418,88.05804754898418,88.11628841597121,1.7277777777777779,0.04109908896498382,space,0.08454110304592177,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/all_images/2is.jpeg,,,,,,,,,,,,,0,61,61,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.23971373599488,88.23971373599488,88.23971373599488,88.23971373599488,88.23971373599488,88.29988893395057,1.7277777777777779,0.0414897560258396,space,0.0531360890599899,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/all_images/20cn.jpeg,,,,,,,,,,,,,0,62,62,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.39049450098537,88.39049450098537,88.39049450098537,88.39049450098537,88.39049450098537,88.48319970897865,1.7277777777777779,0.07395946100587025,space,0.04369807103648782,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,49,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9is,images/all_images/9is.jpeg,,,,,,,,,,,,,0,63,63,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.56021235696971,88.56021235696971,88.56021235696971,88.56021235696971,88.56021235696971,88.63326632895041,1.7277777777777779,0.05794308998156339,space,0.0675345160998404,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/all_images/15cn.jpeg,,,,,,,,,,,,,0,64,64,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.74001781095285,88.74001781095285,88.74001781095285,88.74001781095285,88.74001781095285,88.7990576189477,1.7277777777777779,0.04057877999730408,space,0.08983242808608338,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/all_images/5cs.jpeg,,,,,,,,,,,,,0,65,65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.92295694397762,88.92295694397762,88.92295694397762,88.92295694397762,88.92295694397762,88.98230443400098,1.7277777777777779,0.042321747983805835,space,0.0793566430802457,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/all_images/15is.jpeg,,,,,,,,,,,,,0,66,66,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0889453459531,89.0889453459531,89.0889453459531,89.0889453459531,89.0889453459531,89.16582406795351,1.7277777777777779,0.05892588698770851,space,0.06590284407138824,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/all_images/6in.jpeg,,,,,,,,,,,,,0,67,67,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25634119997267,89.25634119997267,89.25634119997267,89.25634119997267,89.25634119997267,89.3323069489561,1.7277777777777779,0.05918085196753964,space,0.08044162002624944,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
,,,,,,53,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13is,images/all_images/13is.jpeg,,,,,,,,,,,,,0,68,68,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.44180776295252,89.44180776295252,89.44180776295252,89.44180776295252,89.44180776295252,89.49915400799364,1.7277777777777779,0.04117290995782241,space,0.09042185306316242,,,,,,,,,2023-02-21_15h55.13.465,BZ,2022.2.4,None,
