consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,key_resp_3.started,scale_slider.response,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,50,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10in,images/all_images/10in.jpeg,,,,,,,,,,,,,0,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.08834907697747,85.08834907697747,85.08834907697747,85.08834907697747,85.08834907697747,88.02753849502187,1.7194444444444446,2.940220724034589,space,0.21116668405011296,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/all_images/6in.jpeg,,,,,,,,,,,,,0,1,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.26734323502751,88.26734323502751,88.26734323502751,88.26734323502751,88.26734323502751,88.84431013301946,1.8166666666666667,0.5580134390038438,space,0.39439860003767535,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/all_images/11cs.jpeg,,,,,,,,,,,,,0,2,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.26666446699528,89.26666446699528,89.26666446699528,89.26666446699528,89.26666446699528,89.72752099297941,1.6055555555555556,0.44161366898333654,space,0.06138613005168736,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/all_images/11in.jpeg,,,,,,,,,,,,,0,3,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81966890097829,89.81966890097829,89.81966890097829,89.81966890097829,89.81966890097829,89.89427183999214,1.6055555555555556,0.05836992902914062,space,0.051925044041126966,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,79,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cn,images/all_images/19cn.jpeg,,,,,,,,,,,,,0,4,4,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.98496692499612,89.98496692499612,89.98496692499612,89.98496692499612,89.98496692499612,90.01070969400462,1.6055555555555556,0.014554684981703758,space,0.08744740497786552,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/all_images/5cs.jpeg,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1307091700146,90.1307091700146,90.1307091700146,90.1307091700146,90.1307091700146,90.16075121198082,1.6055555555555556,0.012644737027585506,space,0.10947332897922024,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/all_images/16in.jpeg,,,,,,,,,,,,,0,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.29923282598611,90.29923282598611,90.29923282598611,90.29923282598611,90.29923282598611,90.46127776301,1.6055555555555556,0.1442571619991213,space,0.08563091501127928,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,48,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cn,images/all_images/8cn.jpeg,,,,,,,,,,,,,0,7,7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.58351275301538,90.58351275301538,90.58351275301538,90.58351275301538,90.58351275301538,90.72746538597858,1.6055555555555556,0.24298437300603837,space,0.09687335102353245,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/all_images/6cn.jpeg,,,,,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.85302970302291,90.85302970302291,90.85302970302291,90.85302970302291,90.85302970302291,90.9946033830056,1.6055555555555556,0.2418077220208943,space,0.15099855104926974,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/all_images/15cn.jpeg,,,,,,,,,,,,,0,9,9,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1854370830115,91.1854370830115,91.1854370830115,91.1854370830115,91.1854370830115,91.2611293750233,1.6055555555555556,0.05651381303323433,space,0.037320858042221516,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/all_images/13cn.jpeg,,,,,,,,,,,,,0,10,10,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.33300600701477,91.33300600701477,91.33300600701477,91.33300600701477,91.33300600701477,91.39477325999178,1.6055555555555556,0.04266599199036136,space,0.06101163604762405,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,30,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10is,images/all_images/10is.jpeg,,,,,,,,,,,,,0,11,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48802271601744,91.48802271601744,91.48802271601744,91.48802271601744,91.48802271601744,91.51115709997248,1.6055555555555556,0.017278324987273663,space,0.10532820003572851,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/all_images/2in.jpeg,,,,,,,,,,,,,0,12,12,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.64957627299009,91.64957627299009,91.64957627299009,91.64957627299009,91.64957627299009,91.77838862297358,1.6055555555555556,0.24297556799137965,space,0.13895830401452258,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,74,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cs,images/all_images/14cs.jpeg,,,,,,,,,,,,,0,13,13,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.96183690801263,91.96183690801263,91.96183690801263,91.96183690801263,91.96183690801263,92.07822787301848,1.6055555555555556,0.1035988109651953,space,0.009538587008137256,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/all_images/6is.jpeg,,,,,,,,,,,,,0,14,14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.12302993098274,92.12302993098274,92.12302993098274,92.12302993098274,92.12302993098274,92.21144189598272,1.6055555555555556,0.0724486040417105,space,0.026708836026955396,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/all_images/9cs.jpeg,,,,,,,,,,,,,0,15,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.26866911898833,92.26866911898833,92.26866911898833,92.26866911898833,92.26866911898833,92.32838235498639,1.6055555555555556,0.043471338984090835,space,0.09915076504694298,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/all_images/14cn.jpeg,,,,,,,,,,,,,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.45628268300788,92.45628268300788,92.45628268300788,92.45628268300788,92.45628268300788,92.59483975998592,1.6055555555555556,0.24090937001165003,space,0.148477662994992,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/all_images/10cn.jpeg,,,,,,,,,,,,,0,17,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.776031847985,92.776031847985,92.776031847985,92.776031847985,92.776031847985,92.8611034299829,1.6055555555555556,0.07249754399526864,space,0.045389409991912544,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,73,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13in,images/all_images/13in.jpeg,,,,,,,,,,,,,0,18,18,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.93602434697095,92.93602434697095,92.93602434697095,92.93602434697095,92.93602434697095,92.9942814289825,1.6055555555555556,0.042113553965464234,space,0.06510888802586123,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/all_images/11cn.jpeg,,,,,,,,,,,,,0,19,19,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.08624958101427,93.08624958101427,93.08624958101427,93.08624958101427,93.08624958101427,93.11097711097682,1.6055555555555556,0.01681026298319921,space,0.12497016100678593,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/all_images/20is.jpeg,,,,,,,,,,,,,0,20,20,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.26849590596976,93.26849590596976,93.26849590596976,93.26849590596976,93.26849590596976,93.41125189099694,1.6055555555555556,0.26032375503564253,space,0.12737156503135338,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/all_images/3is.jpeg,,,,,,,,,,,,,0,21,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.56954792496981,93.56954792496981,93.56954792496981,93.56954792496981,93.56954792496981,93.67833644500934,1.6055555555555556,0.09184510103659704,space,0.0040947990491986275,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/all_images/10cs.jpeg,,,,,,,,,,,,,0,22,22,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.71677498798817,93.71677498798817,93.71677498798817,93.71677498798817,93.71677498798817,93.82828276598593,1.6055555555555556,0.09213556098984554,space,0.037061983020976186,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,59,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cs,images/all_images/19cs.jpeg,,,,,,,,,,,,,0,23,23,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.90256774501177,93.90256774501177,93.90256774501177,93.90256774501177,93.90256774501177,93.9782212760183,1.6055555555555556,0.058181661006528884,space,0.049229183001443744,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,49,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9is,images/all_images/9is.jpeg,,,,,,,,,,,,,0,24,24,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0562600059784,94.0562600059784,94.0562600059784,94.0562600059784,94.0562600059784,94.14504245400894,1.6055555555555556,0.07344259100500494,space,0.05474751302972436,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/all_images/7cn.jpeg,,,,,,,,,,,,,0,25,25,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.23562227399088,94.23562227399088,94.23562227399088,94.23562227399088,94.23562227399088,94.26141016202746,1.6055555555555556,0.014805904997047037,space,0.11281846498604864,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/all_images/13cs.jpeg,,,,,,,,,,,,,0,26,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4054304289748,94.4054304289748,94.4054304289748,94.4054304289748,94.4054304289748,94.54439412802458,1.6055555555555556,0.2906493850168772,space,0.1539286040351726,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/all_images/2cs.jpeg,,,,,,,,,,,,,0,27,27,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.73349376401166,94.73349376401166,94.73349376401166,94.73349376401166,94.73349376401166,94.84434799599694,1.6055555555555556,0.09111204196233302,space,0.039884246012661606,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h03.53.092,BZ,2022.2.4,None,
