info_sheet_loop.thisIndex,expName,file_name,textbox.text,genderResp2.text,__participant,spacebar_continue.rt,spacebar_continue_3.keys,sentence,q5_slider.response,mouse_3.x,spacebar_continue.keys,genderResp1.response,info_sheet_loop.thisRepN,next_slide_key.keys,arrow_posx,consent_loop.thisTrialN,mouse_3.leftButton,OS,q4_slider.response,instruction,spacebar_continue_7.keys,trials.thisN,spacebar_continue_7.rt,slide_text,mouse_3.midButton,frameRate,arrow_posy,scale_slider.response,trials.ran,consent_loop.thisRepN,edu_slider.response,next_slide_key.rt,consent_item,psychopyVersion,consent_loop.ran,participant,info_sheet_loop.thisN,instructions_loop.ran,spacebar_continue_3.rt,consent_key.rt,q2_slider.response,info_sheet_loop.thisTrialN,item_no,mouse_3.clicked_name,q1_slider.response,trials.thisIndex,consent_key.keys,info_sheet_loop.ran,q3_slider.response,mouse_3.y,date,mouse_3.rightButton,instructions_loop.thisN,__datetime,trials.thisRepN,slider.response,instructions_loop.thisIndex,correct_option,consent_loop.thisIndex,triangle_pos,__session,granularity,genderResp1.rt,instructions_loop.thisTrialN,slider.rt,question,file_path,ageResp.text,total_duration,__experimentName,consent_loop.thisN,trials.thisTrialN,instructions_loop.thisRepN
﻿,BZ,16cn,,,PARTICIPANT,0.003100000000131331,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,51,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,56,,,55,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.151851851851852,,NA,,,SESSION,0,,,1.8388999999998532,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/16cn.jpeg,,,3rd_year_experiment,,51,
﻿,BZ,9is,,,PARTICIPANT,0.007600000000138607,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,52,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,49,,,48,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.2351851851851852,,NA,,,SESSION,0,,,3.139799999999809,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/9is.jpeg,,,3rd_year_experiment,,52,
﻿,BZ,18in,,,PARTICIPANT,0.02880000000027394,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,53,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,58,,,57,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.7203703703703703,,NA,,,SESSION,0,,,1.8616000000000668,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/18in.jpeg,,,3rd_year_experiment,,53,
﻿,BZ,8is,,,PARTICIPANT,0.05299999999999727,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,54,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,68,,,67,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.7444444444444445,,NA,,,SESSION,0,,,2.019699999999716,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/8is.jpeg,,,3rd_year_experiment,,54,
﻿,BZ,11in,,,PARTICIPANT,0.04330000000027212,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,55,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,31,,,30,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.838888888888889,,NA,,,SESSION,0,,,2.2633999999999332,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/11in.jpeg,,,3rd_year_experiment,,55,
﻿,BZ,9cn,,,PARTICIPANT,0.03899999999998727,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,56,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,29,,,28,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.6648148148148147,,NA,,,SESSION,0,,,1.2069999999999936,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/9cn.jpeg,,,3rd_year_experiment,,56,
﻿,BZ,14in,,,PARTICIPANT,0.4352000000002363,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,57,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,54,,,53,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.6444444444444444,,NA,,,SESSION,0,,,1.8202000000001135,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/14in.jpeg,,,3rd_year_experiment,,57,
﻿,BZ,7cs,,,PARTICIPANT,0.07140000000038071,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,58,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,47,,,46,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.9074074074074074,,NA,,,SESSION,0,,,2.60450000000003,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/7cs.jpeg,,,3rd_year_experiment,,58,
﻿,BZ,15cs,,,PARTICIPANT,0.04230000000029577,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,59,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,55,,,54,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.0537037037037038,,NA,,,SESSION,0,,,2.9954999999999927,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/15cs.jpeg,,,3rd_year_experiment,,59,
﻿,BZ,17cn,,,PARTICIPANT,0.0038999999999305146,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,60,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,37,,,36,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.0537037037037038,,NA,,,SESSION,0,,,1.7382000000001199,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/17cn.jpeg,,,3rd_year_experiment,,60,
﻿,BZ,17is,,,PARTICIPANT,0.03670000000010987,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,61,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,57,,,56,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.0796296296296295,,NA,,,SESSION,0,,,2.4191000000000713,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/17is.jpeg,,,3rd_year_experiment,,61,
﻿,BZ,2cs,,,PARTICIPANT,0.19249999999999545,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,62,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,62,,,61,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.8092592592592593,,NA,,,SESSION,0,,,4.9532999999997855,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/2cs.jpeg,,,3rd_year_experiment,,62,
﻿,BZ,2is,,,PARTICIPANT,0.053300000000263026,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,63,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,22,,,21,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.8333333333333333,,NA,,,SESSION,0,,,3.1079999999999472,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/2is.jpeg,,,3rd_year_experiment,,63,
﻿,BZ,13cs,,,PARTICIPANT,0.06960000000003674,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,64,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,13,,,12,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.2425925925925925,,NA,,,SESSION,0,,,3.001600000000167,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/13cs.jpeg,,,3rd_year_experiment,,64,
﻿,BZ,11cn,,,PARTICIPANT,0.024999999999977263,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,65,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,71,,,70,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.0629629629629629,,NA,,,SESSION,0,,,1.823500000000081,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/11cn.jpeg,,,3rd_year_experiment,,65,
﻿,BZ,15in,,,PARTICIPANT,0.005799999999794636,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,66,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,35,,,34,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.8333333333333333,,NA,,,SESSION,0,,,6.8187999999998965,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/15in.jpeg,,,3rd_year_experiment,,66,
﻿,BZ,14cs,,,PARTICIPANT,0.01729999999975007,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,67,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,74,,,73,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.2148148148148148,,NA,,,SESSION,0,,,2.2466000000000577,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/14cs.jpeg,,,3rd_year_experiment,,67,
﻿,BZ,19in,,,PARTICIPANT,0.1006000000000995,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,68,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,39,,,38,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.8648148148148147,,NA,,,SESSION,0,,,1.86200000000008,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/19in.jpeg,,,3rd_year_experiment,,68,
﻿,BZ,3cs,,,PARTICIPANT,1.3851999999997133,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,69,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,43,,,42,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.8129629629629629,,NA,,,SESSION,0,,,3.793300000000272,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/3cs.jpeg,,,3rd_year_experiment,,69,
﻿,BZ,11cs,,,PARTICIPANT,0.3896999999997206,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,70,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,51,,,50,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.1148148148148147,,NA,,,SESSION,0,,,1.975999999999999,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/11cs.jpeg,,,3rd_year_experiment,,70,
﻿,BZ,8in,,,PARTICIPANT,0.0061000000000603904,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,71,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,8,,,7,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.212962962962963,,NA,,,SESSION,0,,,2.085900000000379,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/8in.jpeg,,,3rd_year_experiment,,71,
﻿,BZ,9in,,,PARTICIPANT,0.003399999999942338,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,72,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,69,,,68,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.224074074074074,,NA,,,SESSION,0,,,1.1906999999996515,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/9in.jpeg,,,3rd_year_experiment,,72,
﻿,BZ,10is,,,PARTICIPANT,0.051000000000044565,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,73,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,30,,,29,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.838888888888889,,NA,,,SESSION,0,,,2.593699999999785,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/10is.jpeg,,,3rd_year_experiment,,73,
﻿,BZ,12cn,,,PARTICIPANT,0.010199999999713327,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,74,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,52,,,51,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.175925925925926,,NA,,,SESSION,0,,,1.6796000000000504,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/12cn.jpeg,,,3rd_year_experiment,,74,
﻿,BZ,14is,,,PARTICIPANT,0.06680000000028485,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,75,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,34,,,33,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.3185185185185184,,NA,,,SESSION,0,,,2.5392999999997983,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/14is.jpeg,,,3rd_year_experiment,,75,
﻿,BZ,16cs,,,PARTICIPANT,0.1026000000000522,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,76,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,36,,,35,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.3611111111111112,,NA,,,SESSION,0,,,3.103399999999965,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/16cs.jpeg,,,3rd_year_experiment,,76,
﻿,BZ,18cn,,,PARTICIPANT,0.008300000000303953,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,77,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,18,,,17,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.324074074074074,,NA,,,SESSION,0,,,4.836500000000001,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/18cn.jpeg,,,3rd_year_experiment,,77,
﻿,BZ,5in,,,PARTICIPANT,0.023800000000278487,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,78,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,65,,,64,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.2925925925925927,,NA,,,SESSION,0,,,2.771299999999883,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/5in.jpeg,,,3rd_year_experiment,,78,
﻿,BZ,17in,,,PARTICIPANT,0.025799999999776446,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,79,,,,60.085321156002074,,,1,,,,,2022.2.4,,19,,,,,,,77,,,76,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,0,1.8814814814814815,,NA,,,SESSION,0,,,3.539800000000241,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/17in.jpeg,,,3rd_year_experiment,,79,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,,,,,Win32,,,space,,1.4206999999997834,,,60.085321156002074,,2,,,,,,2022.2.4,,19,,,,,,,,,,,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,,,,,,,SESSION,,,,,,,,,3rd_year_experiment,,,
﻿,BZ,,,,PARTICIPANT,,"[""space""]",,,,,,,,,,,Win32,,,,,,,,60.085321156002074,,,,,,,,2022.2.4,,19,,,[13.176499999999919],,,,,,,,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,,,,,,,SESSION,,,,,,,,,3rd_year_experiment,,,
﻿,BZ,,有图例的根据图例判断，没图例的，绿色代表CO2排放低，明度越低，排放量越低。棕色代表排放量高，明度约低排放量越高。,,PARTICIPANT,,,,,,,,,,,,,Win32,,,,,,,,60.085321156002074,,,,,,,,2022.2.4,,19,,,,,,,,,,,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,,,,,,,SESSION,,,,,,,,938.1974000000002,3rd_year_experiment,,,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,,,,,Win32,,,,,,,,60.085321156002074,,,,,,,,2022.2.4,,19,,,,,,,,,,,,,,,2023-03-30_23h00.27.733,,,2023-03-30_22h58.06.910,,,,,,,SESSION,,,,,,,,,3rd_year_experiment,,,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,,,,,Win32,,,,,,,,60.02400960384206,,,,,,,,2022.2.4,,28,,,,,,,,,,,,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,,,SESSION,,,,,,,,,3rd_year_experiment,,,
﻿0,BZ,,,,PARTICIPANT,,,,,,,,0,,,,,Win32,,,,,,,,60.02400960384206,,,,,,,,2022.2.4,,28,0,,,,,0,,,,,,1,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,,,SESSION,,,,,,,,,3rd_year_experiment,,,
﻿0,BZ,,,,PARTICIPANT,,,,,,,,1,,,,,Win32,,,,,,,,60.02400960384206,,,,,,,,2022.2.4,,28,1,,,,,0,,,,,,1,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,,,SESSION,,,,,,,,,3rd_year_experiment,,,
﻿0,BZ,,,,PARTICIPANT,,,,,,,,2,,,,,Win32,,,,,,,,60.02400960384206,,,,,,,,2022.2.4,,28,2,,,,,0,,,,,,1,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,,,SESSION,,,,,,,,,3rd_year_experiment,,,
﻿0,BZ,,,,PARTICIPANT,,,,,,,,3,,,,,Win32,,,,,,,,60.02400960384206,,,,,,,,2022.2.4,,28,3,,,,,0,,,,,,1,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,,,SESSION,,,,,,,,,3rd_year_experiment,,,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,,,0,,Win32,,,,,,,,60.02400960384206,,,,0,,,"1 of 6
I confirm that I have read the attached information sheet (Version A7.0; Date 22/02/2023) for the above study and have had the opportunity to consider the information and ask questions and had these answered satisfactorily.",2022.2.4,1,28,,,,8.288000000000011,,,,,,,y,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,0,,SESSION,,,,,,,,,3rd_year_experiment,0,,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,,,1,,Win32,,,,,,,,60.02400960384206,,,,0,,,"2 of 6
I understand that my participation in the study is voluntary and that I am free to withdraw at any time without giving a reason and without detriment to myself. I understand that it will not be possible to remove my data from the project once it has been anonymised and forms part of the data set. 

I agree to take part on this basis.",2022.2.4,1,28,,,,4.483000000000004,,,,,,,y,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,1,,SESSION,,,,,,,,,3rd_year_experiment,1,,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,,,2,,Win32,,,,,,,,60.02400960384206,,,,0,,,"3 of 6
I agree that any data collected may be included in anonymous form in student theses/publications/conference presentations.",2022.2.4,1,28,,,,0.10200000000000387,,,,,,,y,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,2,,SESSION,,,,,,,,,3rd_year_experiment,2,,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,,,3,,Win32,,,,,,,,60.02400960384206,,,,0,,,"4 of 6
I understand that a fully anonymised dataset will be deposited in public open data repositories.",2022.2.4,1,28,,,,1.0349999999999966,,,,,,,y,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,3,,SESSION,,,,,,,,,3rd_year_experiment,3,,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,,,4,,Win32,,,,,,,,60.02400960384206,,,,0,,,"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",2022.2.4,1,28,,,,0.6709999999999923,,,,,,,y,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,4,,SESSION,,,,,,,,,3rd_year_experiment,4,,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,,,5,,Win32,,,,,,,,60.02400960384206,,,,0,,,"6 of 6
I agree to take part in this study.",2022.2.4,1,28,,,,2.400999999999982,,,,,,,y,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,5,,SESSION,,,,,,,,,3rd_year_experiment,5,,
﻿,BZ,,,,PARTICIPANT,,,,,0.02625,,5,,,,,1,Win32,,,,,,,0,60.02400960384206,,,,,,,,2022.2.4,,28,,,,,,,,continue_box_2,,,,,,-0.38875,03-30-2023_13h22.52.135,0,,03-30-2023_13h22.33.111,,,,,,,SESSION,,12.412000000000006,,,,,21,,3rd_year_experiment,,,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,,,,,Win32,,,,,,,,60.02400960384206,,,,,6,,,2022.2.4,,28,,,,,,,,,,,,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,,,SESSION,,,,,,,,,3rd_year_experiment,,,
﻿,BZ,,,,PARTICIPANT,,,,2,,,,,,,,,Win32,3,,,,,,,60.02400960384206,,,,,,,,2022.2.4,,28,,,,,4,,,,4,,,,4,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,,,,,,,SESSION,,,,,,,,,3rd_year_experiment,,,
﻿,BZ,,,,PARTICIPANT,,,,,,,,,space,10,,,Win32,,This experiment is about using information to make decisions. Each trial will look similar to this:,,,,Slide 1 of 8,,60.02400960384206,10,,,,,77.019,,2022.2.4,,28,,1,,,,,,,,,,,,,03-30-2023_13h22.52.135,,0,03-30-2023_13h22.33.111,,,0,,,10,SESSION,,,0,,,,,,3rd_year_experiment,,,0
﻿,BZ,,,,PARTICIPANT,,,,,,,,,space,-0.55,,,Win32,,"First, you should read the text above the image.",,,,Slide 2 of 8,,60.02400960384206,0.15,,,,,3.6509999999999536,,2022.2.4,,28,,1,,,,,,,,,,,,,03-30-2023_13h22.52.135,,1,03-30-2023_13h22.33.111,,,1,,,10,SESSION,,,1,,,,,,3rd_year_experiment,,,0
﻿,BZ,,,,PARTICIPANT,,,,,,,,,space,-0.24,,,Win32,,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,,,,Slide 3 of 8,,60.02400960384206,-0.075,,,,,2.7340000000000373,,2022.2.4,,28,,1,,,,,,,,,,,,,03-30-2023_13h22.52.135,,2,03-30-2023_13h22.33.111,,,2,,,10,SESSION,,,2,,,,,,3rd_year_experiment,,,0
﻿,BZ,,,,PARTICIPANT,,,,,,,,,space,-0.24,,,Win32,,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),,,,Slide 4 of 8,,60.02400960384206,-0.075,,,,,3.5849999999999795,,2022.2.4,,28,,1,,,,,,,,,,,,,03-30-2023_13h22.52.135,,3,03-30-2023_13h22.33.111,,,3,,,10,SESSION,,,3,,,,,,3rd_year_experiment,,,0
﻿,BZ,,,,PARTICIPANT,,,,,,,,,space,-0.53,,,Win32,,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",,,,Slide 5 of 8,,60.02400960384206,-0.28,,,,,6.234000000000037,,2022.2.4,,28,,1,,,,,,,,,,,,,03-30-2023_13h22.52.135,,4,03-30-2023_13h22.33.111,,,4,,,10,SESSION,,,4,,,,,,3rd_year_experiment,,,0
﻿,BZ,,,,PARTICIPANT,,,,,,,,,space,-0.45,,,Win32,,You should move the marker to indicate your response.,,,,Slide 6 of 8,,60.02400960384206,-0.36,,,,,0.771000000000015,,2022.2.4,,28,,1,,,,,,,,,,,,,03-30-2023_13h22.52.135,,5,03-30-2023_13h22.33.111,,,5,,,0,SESSION,,,5,,,,,,3rd_year_experiment,,,0
﻿,BZ,,,,PARTICIPANT,,,,,,,,,space,-0.45,,,Win32,,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",,,,Slide 7 of 8,,60.02400960384206,-0.36,,,,,1.6549999999999727,,2022.2.4,,28,,1,,,,,,,,,,,,,03-30-2023_13h22.52.135,,6,03-30-2023_13h22.33.111,,,6,,,0.1,SESSION,,,6,,,,,,3rd_year_experiment,,,0
﻿,BZ,,,,PARTICIPANT,,,,,,,,,space,10,,,Win32,,Press the spacebar to begin the experiment.,,,,Slide 8 of 8,,60.02400960384206,10,,,,,1.0860000000000127,,2022.2.4,,28,,1,,,,,,,,,,,,,03-30-2023_13h22.52.135,,7,03-30-2023_13h22.33.111,,,7,,,-0.1,SESSION,,,7,,,,,,3rd_year_experiment,,,0
﻿,BZ,20in,,,PARTICIPANT,43.60300000000001,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,0,,,,60.02400960384206,,,1,,,,,2022.2.4,,28,,,,,,,20,,,19,,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,0,1.8575,,NA,,,SESSION,0,,,12.296999999999969,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/20in.jpeg,,,3rd_year_experiment,,0,
﻿,BZ,19cs,,,PARTICIPANT,10.442000000000007,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,1,,,,60.02400960384206,,,1,,,,,2022.2.4,,28,,,,,,,59,,,58,,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,0,1.0075,,NA,,,SESSION,0,,,9.226999999999975,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/19cs.jpeg,,,3rd_year_experiment,,1,
﻿,BZ,18is,,,PARTICIPANT,30.63299999999998,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,2,,,,60.02400960384206,,,1,,,,,2022.2.4,,28,,,,,,,38,,,37,,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,0,1.33,,NA,,,SESSION,0,,,33.97500000000002,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/18is.jpeg,,,3rd_year_experiment,,2,
﻿,BZ,15cs,,,PARTICIPANT,5.1200000000000045,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,3,,,,60.02400960384206,,,1,,,,,2022.2.4,,28,,,,,,,55,,,54,,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,0,1.005,,NA,,,SESSION,0,,,6.175000000000011,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/15cs.jpeg,,,3rd_year_experiment,,3,
﻿,BZ,3cn,,,PARTICIPANT,9.250999999999976,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,4,,,,60.02400960384206,,,1,,,,,2022.2.4,,28,,,,,,,63,,,62,,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,0,1.9025,,NA,,,SESSION,0,,,13.779999999999973,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/3cn.jpeg,,,3rd_year_experiment,,4,
﻿,BZ,4cs,,,PARTICIPANT,0.8379999999999654,,This map shows the levels of a certain type of pollution in this country:,,,space,,,,,,,Win32,,,,5,,,,60.02400960384206,,,1,,,,,2022.2.4,,28,,,,,,,24,,,23,,,,,03-30-2023_13h22.52.135,,,03-30-2023_13h22.33.111,0,1.8875,,NA,,,SESSION,0,,,4.7239999999999895,How severe do you think the environmental pollution in this pointed region is?,images/pointed_maps_images/4cs.jpeg,,,3rd_year_experiment,,5,
